,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9168,0.7768,0.9076,0.7686
i0_c1,0.9052,0.7815,0.9004,0.7761
i0_c2,0.9048,0.7788,0.8952,0.7744
i0_c3,0.902,0.7827,0.8916,0.7769
i0_g,0.8662,0.8297,,
i1_c0,0.934,0.7881,0.9244,0.7858
i1_c1,0.9044,0.767,0.8908,0.759
i1_c2,0.8992,0.7808,0.8928,0.7748
i1_c3,0.9152,0.7879,0.9096,0.781
i1_g,0.8718,0.8389,,
i2_c0,0.926,0.7886,0.92,0.7813
i2_c1,0.9192,0.7877,0.9092,0.7796
i2_c2,0.9088,0.7899,0.8892,0.7814
i2_c3,0.9036,0.7883,0.898,0.7825
i2_g,0.8738,0.8376,,
i3_c0,0.9244,0.7893,0.914,0.7849
i3_c1,0.9184,0.7876,0.9036,0.7759
i3_c2,0.8952,0.7879,0.8868,0.7817
i3_c3,0.904,0.7894,0.8968,0.782
i3_g,0.8768,0.8437,,
i4_c0,0.9232,0.7889,0.9168,0.7845
i4_c1,0.9216,0.7902,0.9128,0.7833
i4_c2,0.9056,0.7808,0.8936,0.7764
i4_c3,0.9116,0.7991,0.9048,0.7872
i4_g,0.8767,0.8393,,
i5_c0,0.924,0.7872,0.914,0.7843
i5_c1,0.9136,0.7827,0.9012,0.776
i5_c2,0.9072,0.7878,0.8924,0.7771
i5_c3,0.9112,0.7912,0.9048,0.7862
i5_g,0.8771,0.8416,,
i6_c0,0.9328,0.7902,0.9216,0.7824
i6_c1,0.92,0.7836,0.904,0.782
i6_c2,0.9012,0.7799,0.886,0.7769
i6_c3,0.9104,0.787,0.902,0.7832
i6_g,0.8757,0.8417,,
i7_c0,0.9276,0.7878,0.916,0.7788
i7_c1,0.9168,0.7907,0.9036,0.7791
i7_c2,0.9092,0.7863,0.9052,0.7849
i7_c3,0.91,0.7954,0.8968,0.7828
i7_g,0.877,0.8354,,
i8_c0,0.9268,0.7878,0.9256,0.7854
i8_c1,0.9224,0.791,0.9144,0.7836
i8_c2,0.9128,0.7864,0.904,0.7844
i8_c3,0.9184,0.7892,0.9088,0.7857
i8_g,0.8777,0.8409,,
i9_c0,0.93,0.7931,0.9124,0.7874
i9_c1,0.9128,0.7833,0.9092,0.7797
i9_c2,0.9072,0.793,0.8928,0.7851
i9_c3,0.914,0.7894,0.9032,0.7823
i9_g,0.8777,0.8406,,
