,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8836,0.8119,0.8836,0.8117
i0_c1,0.8808,0.8114,0.8808,0.8116
i0_g,0.8779,0.8355,,
i1_c0,0.8954,0.82,0.8952,0.8199
i1_c1,0.8784,0.814,0.8782,0.8137
i1_g,0.879,0.8424,,
i2_c0,0.8796,0.8038,0.8796,0.8036
i2_c1,0.8722,0.8134,0.8718,0.8134
i2_g,0.8722,0.8353,,
i3_c0,0.8778,0.8073,0.8776,0.8074
i3_c1,0.8752,0.8085,0.8752,0.8086
i3_g,0.8659,0.8318,,
i4_c0,0.8858,0.8135,0.8856,0.8138
i4_c1,0.8776,0.8097,0.8776,0.8095
i4_g,0.8791,0.8396,,
i5_c0,0.8846,0.8111,0.8848,0.8111
i5_c1,0.8768,0.816,0.8764,0.8163
i5_g,0.8745,0.8379,,
i6_c0,0.8852,0.8086,0.8854,0.8086
i6_c1,0.8754,0.8123,0.8754,0.812
i6_g,0.8757,0.8361,,
i7_c0,0.8844,0.8099,0.8846,0.8096
i7_c1,0.8756,0.8055,0.8758,0.8056
i7_g,0.876,0.832,,
i8_c0,0.8854,0.8123,0.8856,0.8125
i8_c1,0.8696,0.8104,0.8694,0.8102
i8_g,0.8735,0.8386,,
i9_c0,0.8776,0.8063,0.8776,0.8063
i9_c1,0.8754,0.8159,0.8752,0.8159
i9_g,0.8748,0.8372,,
