,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9792,0.5921,0.1616,0.1318
i0_c1,0.984,0.572,0.1728,0.1677
i0_c2,0.9728,0.5668,0.1488,0.1611
i0_c3,0.976,0.594,0.1488,0.1573
i0_c4,0.976,0.5815,0.1536,0.1909
i0_c5,0.984,0.5752,0.1488,0.1509
i0_c6,0.9904,0.555,0.1424,0.1428
i0_c7,0.9792,0.5843,0.1664,0.1723
i0_c8,0.9744,0.5856,0.1456,0.1384
i0_c9,0.9728,0.5655,0.1504,0.1528
i0_c10,0.9936,0.5457,0.1424,0.1529
i0_c11,0.9696,0.5986,0.168,0.1623
i0_c12,0.9872,0.5888,0.1312,0.1394
i0_c13,0.9824,0.5708,0.1376,0.135
i0_c14,0.9696,0.5994,0.1776,0.1701
i0_c15,0.9776,0.5673,0.1696,0.1659
i0_g,0.1812,0.1848,,
i1_c0,0.9424,0.4464,0.184,0.1803
i1_c1,0.9808,0.4621,0.1264,0.1495
i1_c2,0.9776,0.4621,0.1936,0.1775
i1_c3,0.9648,0.4729,0.1664,0.1891
i1_c4,0.96,0.4581,0.1568,0.1744
i1_c5,0.9712,0.4741,0.2112,0.1801
i1_c6,0.944,0.4534,0.1984,0.205
i1_c7,0.9696,0.4791,0.1888,0.1694
i1_c8,0.9504,0.4652,0.152,0.1683
i1_c9,0.9392,0.4644,0.2,0.1796
i1_c10,0.9808,0.4361,0.1504,0.1592
i1_c11,0.9472,0.4717,0.184,0.1838
i1_c12,0.9456,0.4547,0.1968,0.1797
i1_c13,0.968,0.4532,0.1712,0.1694
i1_c14,0.9312,0.4741,0.152,0.1839
i1_c15,0.9728,0.4531,0.1472,0.1575
i1_g,0.2602,0.2624,,
i2_c0,0.9472,0.4925,0.1568,0.1672
i2_c1,0.9696,0.5017,0.208,0.1932
i2_c2,0.9792,0.4833,0.1888,0.1821
i2_c3,0.9456,0.4894,0.1536,0.1748
i2_c4,0.96,0.4943,0.1792,0.1785
i2_c5,0.9728,0.4852,0.184,0.1746
i2_c6,0.9488,0.4956,0.216,0.2108
i2_c7,0.952,0.4826,0.216,0.203
i2_c8,0.9408,0.4924,0.1392,0.1528
i2_c9,0.9232,0.4829,0.1872,0.1998
i2_c10,0.9936,0.4664,0.2016,0.1836
i2_c11,0.928,0.4994,0.1328,0.1458
i2_c12,0.9744,0.4691,0.2208,0.225
i2_c13,0.9696,0.4708,0.2112,0.1931
i2_c14,0.9392,0.4983,0.2032,0.1601
i2_c15,0.9504,0.4759,0.1648,0.1659
i2_g,0.298,0.2875,,
i3_c0,0.952,0.5093,0.1968,0.1739
i3_c1,0.9616,0.5111,0.2192,0.2026
i3_c2,0.9712,0.4986,0.176,0.1869
i3_c3,0.9568,0.5186,0.208,0.1835
i3_c4,0.9664,0.495,0.1744,0.1579
i3_c5,0.9696,0.4941,0.1824,0.1648
i3_c6,0.976,0.4948,0.1936,0.1974
i3_c7,0.9728,0.4984,0.2,0.1959
i3_c8,0.9392,0.4772,0.1856,0.1932
i3_c9,0.9312,0.4734,0.1632,0.158
i3_c10,0.992,0.4691,0.1952,0.1855
i3_c11,0.9072,0.5074,0.1584,0.1703
i3_c12,0.9632,0.4996,0.2384,0.193
i3_c13,0.9472,0.4927,0.1616,0.1726
i3_c14,0.904,0.501,0.2096,0.1945
i3_c15,0.9584,0.4939,0.1696,0.1716
i3_g,0.2795,0.2863,,
i4_c0,0.9616,0.5055,0.2176,0.2167
i4_c1,0.9552,0.4938,0.1984,0.1875
i4_c2,0.96,0.4968,0.1952,0.1944
i4_c3,0.9296,0.5133,0.1792,0.1606
i4_c4,0.9584,0.498,0.216,0.198
i4_c5,0.9632,0.484,0.2032,0.189
i4_c6,0.9616,0.4838,0.2736,0.2201
i4_c7,0.9536,0.4978,0.2336,0.2181
i4_c8,0.936,0.4959,0.2,0.1612
i4_c9,0.9472,0.4887,0.2208,0.2093
i4_c10,0.968,0.4817,0.1936,0.1864
i4_c11,0.928,0.5181,0.2048,0.2062
i4_c12,0.9568,0.4984,0.2,0.1993
i4_c13,0.9296,0.5022,0.2352,0.1984
i4_c14,0.9216,0.5104,0.176,0.1629
i4_c15,0.9712,0.4935,0.1968,0.1889
i4_g,0.317,0.3128,,
i5_c0,0.9664,0.5103,0.2016,0.1927
i5_c1,0.976,0.5078,0.2032,0.1694
i5_c2,0.9712,0.4858,0.1744,0.1807
i5_c3,0.9536,0.5295,0.2304,0.2182
i5_c4,0.9696,0.4976,0.1952,0.201
i5_c5,0.9584,0.52,0.2112,0.1876
i5_c6,0.968,0.491,0.1872,0.1747
i5_c7,0.9552,0.5128,0.1984,0.1777
i5_c8,0.9344,0.5236,0.1968,0.1695
i5_c9,0.944,0.4866,0.1904,0.2009
i5_c10,0.9872,0.4875,0.1888,0.19
i5_c11,0.9232,0.5258,0.1584,0.173
i5_c12,0.9632,0.5047,0.2208,0.2086
i5_c13,0.952,0.523,0.2416,0.2018
i5_c14,0.9408,0.5083,0.2016,0.2099
i5_c15,0.9696,0.4916,0.1968,0.2062
i5_g,0.3117,0.3023,,
i6_c0,0.9504,0.4936,0.2112,0.2
i6_c1,0.9664,0.5057,0.1904,0.1973
i6_c2,0.9472,0.4954,0.2624,0.2119
i6_c3,0.9232,0.5173,0.2224,0.2016
i6_c4,0.96,0.5005,0.1984,0.235
i6_c5,0.9408,0.5044,0.2432,0.2293
i6_c6,0.9568,0.4948,0.2544,0.2253
i6_c7,0.9568,0.5048,0.2272,0.2365
i6_c8,0.9488,0.5091,0.1872,0.1784
i6_c9,0.9328,0.496,0.1952,0.1907
i6_c10,0.9776,0.49,0.2016,0.1555
i6_c11,0.9328,0.5133,0.2176,0.2117
i6_c12,0.9664,0.493,0.2352,0.226
i6_c13,0.9232,0.4899,0.2016,0.1968
i6_c14,0.9408,0.5023,0.1856,0.1884
i6_c15,0.9392,0.4917,0.216,0.2013
i6_g,0.3423,0.3451,,
i7_c0,0.9696,0.5294,0.2256,0.2279
i7_c1,0.9792,0.509,0.2032,0.1834
i7_c2,0.968,0.5292,0.2416,0.2137
i7_c3,0.9568,0.5406,0.2256,0.2194
i7_c4,0.9728,0.5076,0.2272,0.2207
i7_c5,0.9632,0.5085,0.224,0.1952
i7_c6,0.968,0.497,0.2192,0.1976
i7_c7,0.9552,0.5282,0.1808,0.1575
i7_c8,0.9344,0.5259,0.1968,0.208
i7_c9,0.9344,0.5114,0.1856,0.188
i7_c10,0.9888,0.5049,0.2128,0.2112
i7_c11,0.9344,0.5253,0.1872,0.176
i7_c12,0.976,0.5034,0.1824,0.1988
i7_c13,0.9664,0.5178,0.1856,0.1922
i7_c14,0.9568,0.5068,0.1824,0.1832
i7_c15,0.9872,0.5087,0.2304,0.2263
i7_g,0.3468,0.3338,,
i8_c0,0.9776,0.5231,0.2144,0.1811
i8_c1,0.9712,0.5218,0.2048,0.1672
i8_c2,0.9904,0.5333,0.2112,0.2045
i8_c3,0.9616,0.5401,0.2416,0.2139
i8_c4,0.9744,0.5231,0.1904,0.1687
i8_c5,0.96,0.528,0.2,0.2029
i8_c6,0.9664,0.5105,0.1936,0.1962
i8_c7,0.9824,0.5348,0.2336,0.2328
i8_c8,0.9552,0.5437,0.248,0.2135
i8_c9,0.9424,0.5259,0.1936,0.1605
i8_c10,0.9776,0.5103,0.2208,0.219
i8_c11,0.9552,0.5331,0.184,0.1916
i8_c12,0.9856,0.5188,0.2048,0.1703
i8_c13,0.9632,0.5285,0.1632,0.1705
i8_c14,0.9424,0.5382,0.2368,0.2262
i8_c15,0.9776,0.5173,0.2576,0.2306
i8_g,0.3223,0.3177,,
i9_c0,0.9728,0.553,0.1888,0.1779
i9_c1,0.9872,0.4981,0.224,0.2035
i9_c2,0.9728,0.532,0.1872,0.1844
i9_c3,0.9824,0.536,0.224,0.2146
i9_c4,0.9904,0.5383,0.1872,0.2026
i9_c5,0.9696,0.5419,0.2432,0.2412
i9_c6,0.968,0.5243,0.2064,0.1911
i9_c7,0.96,0.5502,0.2112,0.1774
i9_c8,0.9616,0.5381,0.216,0.2065
i9_c9,0.9632,0.5219,0.248,0.213
i9_c10,0.992,0.5075,0.224,0.2302
i9_c11,0.9728,0.5589,0.1968,0.2136
i9_c12,0.976,0.5416,0.1952,0.1828
i9_c13,0.9744,0.5413,0.2304,0.1996
i9_c14,0.9808,0.5399,0.2,0.2051
i9_c15,0.9776,0.526,0.216,0.2036
i9_g,0.3486,0.3507,,
