,0,1
i0_c0,0.6132,0.2466
i0_c1,0.6704,0.28
i0_c2,0.6264,0.2546
i0_c3,0.5968,0.2519
i0_g,0.3871,0.2762
i1_c0,0.5908,0.2337
i1_c1,0.6604,0.2789
i1_c2,0.6452,0.2626
i1_c3,0.6152,0.2553
i1_g,0.387,0.2805
i2_c0,0.6008,0.2343
i2_c1,0.652,0.2754
i2_c2,0.6244,0.2556
i2_c3,0.618,0.2584
i2_g,0.382,0.2751
i3_c0,0.6156,0.2441
i3_c1,0.6804,0.2823
i3_c2,0.6584,0.2749
i3_c3,0.6216,0.2622
i3_g,0.3948,0.2807
i4_c0,0.59,0.2386
i4_c1,0.6632,0.2716
i4_c2,0.6348,0.2591
i4_c3,0.6208,0.2626
i4_g,0.3894,0.2784
