,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9016,0.7733,0.4416,0.4282
i0_c1,0.904,0.7672,0.3996,0.4001
i0_c2,0.8864,0.7652,0.408,0.3993
i0_c3,0.8972,0.7738,0.4216,0.415
i0_g,0.5437,0.5424,,
i1_c0,0.9216,0.7881,0.4156,0.3999
i1_c1,0.9128,0.785,0.4624,0.4479
i1_c2,0.902,0.7844,0.4668,0.4567
i1_c3,0.8988,0.7854,0.462,0.4311
i1_g,0.5725,0.5604,,
i2_c0,0.9192,0.7841,0.492,0.454
i2_c1,0.9016,0.7771,0.4732,0.4386
i2_c2,0.9096,0.7837,0.4356,0.4137
i2_c3,0.9032,0.792,0.4604,0.4293
i2_g,0.5721,0.5581,,
i3_c0,0.9328,0.7953,0.4492,0.4451
i3_c1,0.9192,0.7916,0.4568,0.4381
i3_c2,0.9016,0.7909,0.4552,0.4395
i3_c3,0.8984,0.7924,0.4656,0.4483
i3_g,0.5783,0.5658,,
i4_c0,0.928,0.788,0.4808,0.4471
i4_c1,0.9156,0.785,0.444,0.4418
i4_c2,0.9036,0.7849,0.4904,0.4866
i4_c3,0.9068,0.7897,0.4428,0.4191
i4_g,0.5987,0.5914,,
i5_c0,0.9196,0.7961,0.482,0.4614
i5_c1,0.918,0.7849,0.456,0.4295
i5_c2,0.9056,0.7815,0.4764,0.4509
i5_c3,0.9092,0.7969,0.4524,0.4504
i5_g,0.5962,0.5889,,
i6_c0,0.9292,0.7895,0.4808,0.4586
i6_c1,0.9132,0.7864,0.4764,0.4422
i6_c2,0.9064,0.7847,0.48,0.4563
i6_c3,0.91,0.7929,0.4332,0.4196
i6_g,0.5752,0.5638,,
i7_c0,0.9304,0.7963,0.4708,0.462
i7_c1,0.9204,0.7862,0.4428,0.4391
i7_c2,0.914,0.7896,0.5124,0.4941
i7_c3,0.9168,0.7961,0.4664,0.4519
i7_g,0.6092,0.5977,,
i8_c0,0.9272,0.7892,0.4824,0.456
i8_c1,0.9204,0.7914,0.4548,0.4513
i8_c2,0.9128,0.7881,0.4624,0.4496
i8_c3,0.9092,0.7932,0.466,0.4476
i8_g,0.5961,0.5798,,
i9_c0,0.926,0.7888,0.4868,0.473
i9_c1,0.9148,0.787,0.4484,0.4398
i9_c2,0.9072,0.7906,0.4988,0.4673
i9_c3,0.9064,0.7922,0.4344,0.4193
i9_g,0.5991,0.5966,,
