,train_acc,test_acc
i0_c0,0.5456,0.4603
i0_c1,0.5372,0.4568
i0_c2,0.5512,0.459
i0_c3,0.546,0.4768
i0_g,0.5082,0.4818
i1_c0,0.5844,0.4991
i1_c1,0.57,0.4804
i1_c2,0.5812,0.4918
i1_c3,0.5956,0.5196
i1_g,0.5444,0.5112
i2_c0,0.592,0.516
i2_c1,0.5936,0.5024
i2_c2,0.5976,0.5057
i2_c3,0.6068,0.5371
i2_g,0.5637,0.5217
i3_c0,0.6048,0.5302
i3_c1,0.6032,0.5151
i3_c2,0.6168,0.5214
i3_c3,0.6292,0.5504
i3_g,0.5803,0.5388
i4_c0,0.608,0.5416
i4_c1,0.6164,0.5254
i4_c2,0.6276,0.5342
i4_c3,0.6344,0.5572
i4_g,0.5909,0.5486
i5_c0,0.6208,0.552
i5_c1,0.6264,0.5377
i5_c2,0.636,0.5455
i5_c3,0.6372,0.5676
i5_g,0.6025,0.5599
i6_c0,0.6228,0.5596
i6_c1,0.6388,0.5469
i6_c2,0.6468,0.5543
i6_c3,0.6464,0.5738
i6_g,0.6108,0.5682
i7_c0,0.6408,0.5725
i7_c1,0.648,0.5556
i7_c2,0.6544,0.5656
i7_c3,0.6628,0.5867
i7_g,0.6216,0.5754
i8_c0,0.6468,0.581
i8_c1,0.6512,0.5637
i8_c2,0.6592,0.5722
i8_c3,0.6652,0.5921
i8_g,0.6315,0.5856
i9_c0,0.6564,0.5862
i9_c1,0.6572,0.5688
i9_c2,0.6664,0.5787
i9_c3,0.6728,0.6006
i9_g,0.6404,0.5946
