,train_acc,test_acc
i0_c0,0.8488,0.6994
i0_c1,0.8304,0.6941
i0_c2,0.8296,0.6925
i0_c3,0.8308,0.7142
i0_g,0.788,0.7496
i1_c0,0.8932,0.7475
i1_c1,0.8756,0.7411
i1_c2,0.8748,0.7397
i1_c3,0.8692,0.75
i1_g,0.8311,0.7909
i2_c0,0.9104,0.7656
i2_c1,0.8944,0.7673
i2_c2,0.8928,0.7654
i2_c3,0.8864,0.7778
i2_g,0.8515,0.8123
i3_c0,0.9264,0.7826
i3_c1,0.9064,0.7729
i3_c2,0.9048,0.7802
i3_c3,0.8988,0.7853
i3_g,0.8606,0.8213
i4_c0,0.9248,0.7876
i4_c1,0.914,0.7853
i4_c2,0.906,0.7879
i4_c3,0.9076,0.7892
i4_g,0.8678,0.8289
i5_c0,0.928,0.7894
i5_c1,0.9252,0.7876
i5_c2,0.9124,0.7944
i5_c3,0.916,0.8004
i5_g,0.8749,0.8333
i6_c0,0.9328,0.7957
i6_c1,0.9212,0.7925
i6_c2,0.9172,0.7987
i6_c3,0.9152,0.8014
i6_g,0.8769,0.8367
i7_c0,0.9348,0.799
i7_c1,0.9304,0.7977
i7_c2,0.922,0.8038
i7_c3,0.9212,0.8085
i7_g,0.8778,0.8383
i8_c0,0.94,0.7999
i8_c1,0.9268,0.7991
i8_c2,0.9264,0.8041
i8_c3,0.9244,0.804
i8_g,0.8793,0.8389
i9_c0,0.94,0.8047
i9_c1,0.9292,0.7999
i9_c2,0.9264,0.8063
i9_c3,0.9252,0.8075
i9_g,0.8829,0.84
