,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8852,0.8118,0.6128,0.5816
i0_c1,0.861,0.7996,0.5638,0.5409
i0_g,0.6471,0.6222,,
i1_c0,0.8868,0.8137,0.597,0.579
i1_c1,0.878,0.8129,0.5958,0.5756
i1_g,0.6577,0.632,,
i2_c0,0.889,0.8185,0.6304,0.5989
i2_c1,0.8754,0.8122,0.6084,0.5831
i2_g,0.677,0.6593,,
i3_c0,0.865,0.8015,0.5754,0.5631
i3_c1,0.8774,0.8107,0.6048,0.5817
i3_g,0.6576,0.6383,,
i4_c0,0.876,0.8024,0.5694,0.552
i4_c1,0.8742,0.8175,0.6038,0.592
i4_g,0.6528,0.6361,,
i5_c0,0.881,0.8043,0.5982,0.5731
i5_c1,0.874,0.8118,0.5996,0.5657
i5_g,0.6649,0.6457,,
i6_c0,0.8916,0.8173,0.5848,0.5617
i6_c1,0.8712,0.8092,0.5584,0.5403
i6_g,0.6183,0.617,,
i7_c0,0.894,0.8238,0.5976,0.5852
i7_c1,0.8762,0.8095,0.5838,0.5794
i7_g,0.664,0.6557,,
i8_c0,0.8854,0.81,0.5794,0.5622
i8_c1,0.8804,0.8148,0.5896,0.5844
i8_g,0.6528,0.6457,,
i9_c0,0.8864,0.8096,0.6118,0.5793
i9_c1,0.88,0.8142,0.5988,0.5781
i9_g,0.6728,0.6579,,
