,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9552,0.574,0.3072,0.2749
i0_c1,0.9632,0.5658,0.3104,0.2639
i0_c2,0.968,0.5623,0.2976,0.2477
i0_c3,0.9392,0.5759,0.2528,0.2512
i0_c4,0.9584,0.5741,0.312,0.2676
i0_c5,0.968,0.5654,0.2896,0.2587
i0_c6,0.9584,0.5416,0.2256,0.2179
i0_c7,0.9504,0.5789,0.2576,0.2275
i0_c8,0.9328,0.5637,0.352,0.2507
i0_c9,0.952,0.5577,0.304,0.2575
i0_c10,0.9712,0.5317,0.28,0.2465
i0_c11,0.9456,0.587,0.3232,0.2683
i0_c12,0.9632,0.5748,0.28,0.251
i0_c13,0.9536,0.5612,0.2768,0.239
i0_c14,0.944,0.5864,0.2608,0.2254
i0_c15,0.96,0.5529,0.2656,0.2377
i0_g,0.4541,0.4394,,
i1_c0,0.984,0.6175,0.3488,0.3041
i1_c1,0.9888,0.5997,0.2976,0.2553
i1_c2,0.9872,0.5934,0.3216,0.2699
i1_c3,0.9664,0.6142,0.3248,0.2628
i1_c4,0.9856,0.6082,0.2784,0.2682
i1_c5,0.984,0.6001,0.2656,0.2737
i1_c6,0.9824,0.5896,0.2672,0.2691
i1_c7,0.9808,0.612,0.2976,0.281
i1_c8,0.9568,0.6061,0.2784,0.2694
i1_c9,0.9776,0.5951,0.3648,0.3207
i1_c10,0.9888,0.5692,0.328,0.2981
i1_c11,0.9776,0.6169,0.3104,0.251
i1_c12,0.9936,0.6112,0.3088,0.2788
i1_c13,0.9696,0.5945,0.36,0.2959
i1_c14,0.9616,0.6197,0.3424,0.2825
i1_c15,0.9888,0.5868,0.3408,0.2663
i1_g,0.5133,0.5068,,
i2_c0,0.9904,0.6271,0.3776,0.3211
i2_c1,0.9888,0.6066,0.36,0.2926
i2_c2,0.992,0.6115,0.3568,0.3334
i2_c3,0.9808,0.6319,0.3696,0.3519
i2_c4,0.9904,0.6249,0.296,0.2713
i2_c5,0.9936,0.6196,0.3568,0.2864
i2_c6,0.992,0.6151,0.3264,0.2912
i2_c7,0.984,0.6272,0.296,0.2702
i2_c8,0.9744,0.6181,0.3088,0.298
i2_c9,0.9872,0.6145,0.3552,0.3413
i2_c10,0.9952,0.6013,0.3136,0.3032
i2_c11,0.9792,0.626,0.3024,0.2868
i2_c12,0.9952,0.6326,0.3648,0.3309
i2_c13,0.9888,0.6143,0.3792,0.3214
i2_c14,0.9776,0.6445,0.3008,0.2993
i2_c15,0.992,0.6137,0.3632,0.322
i2_g,0.5366,0.5226,,
i3_c0,0.9904,0.647,0.3616,0.3139
i3_c1,0.9952,0.6258,0.3584,0.3102
i3_c2,1.0,0.6381,0.4192,0.331
i3_c3,0.9856,0.6499,0.3616,0.3497
i3_c4,0.9904,0.6365,0.32,0.3052
i3_c5,0.9984,0.6354,0.3088,0.2899
i3_c6,0.9936,0.6263,0.3312,0.2916
i3_c7,0.992,0.6449,0.3296,0.2846
i3_c8,0.9824,0.6308,0.2816,0.3146
