,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.92,0.7844,0.2188,0.2176
i0_c1,0.916,0.7731,0.208,0.2159
i0_c2,0.9032,0.78,0.2332,0.2216
i0_c3,0.8996,0.7844,0.2508,0.2548
i0_g,0.3017,0.3111,,
i1_c0,0.9292,0.7848,0.2364,0.2371
i1_c1,0.916,0.7827,0.2336,0.2414
i1_c2,0.9028,0.7849,0.2572,0.2559
i1_c3,0.9168,0.8,0.2124,0.2171
i1_g,0.3279,0.3179,,
i2_c0,0.9224,0.7874,0.2388,0.2336
i2_c1,0.9216,0.7816,0.2676,0.2752
i2_c2,0.9076,0.7858,0.2472,0.251
i2_c3,0.9108,0.7951,0.2708,0.2665
i2_g,0.3263,0.3337,,
i3_c0,0.9312,0.7891,0.272,0.2618
i3_c1,0.9228,0.7906,0.2504,0.2528
i3_c2,0.9124,0.7893,0.2712,0.2705
i3_c3,0.9176,0.7967,0.2584,0.2398
i3_g,0.3361,0.345,,
i4_c0,0.9284,0.7894,0.2912,0.2783
i4_c1,0.9264,0.7858,0.2772,0.2622
i4_c2,0.9104,0.7845,0.27,0.2805
i4_c3,0.916,0.7951,0.2212,0.2252
i4_g,0.3656,0.3546,,
