,train_acc,test_acc
i0_c0,0.6764,0.577
i0_c1,0.6472,0.5483
i0_c2,0.65,0.5454
i0_c3,0.6564,0.5691
i0_g,0.6959,0.6645
i1_c0,0.7148,0.6044
i1_c1,0.698,0.5929
i1_c2,0.704,0.6032
i1_c3,0.7032,0.6063
i1_g,0.7373,0.7023
i2_c0,0.722,0.6102
i2_c1,0.7168,0.6252
i2_c2,0.7236,0.6237
i2_c3,0.7228,0.6559
i2_g,0.7646,0.7297
i3_c0,0.7432,0.6508
i3_c1,0.7468,0.6652
i3_c2,0.75,0.6527
i3_c3,0.7536,0.6623
i3_g,0.7787,0.7494
i4_c0,0.758,0.656
i4_c1,0.7548,0.6651
i4_c2,0.7604,0.671
i4_c3,0.7424,0.6547
i4_g,0.7912,0.7522
i5_c0,0.7648,0.6774
i5_c1,0.7784,0.6756
i5_c2,0.7684,0.6825
i5_c3,0.7628,0.6816
i5_g,0.8006,0.7679
i6_c0,0.7864,0.6846
i6_c1,0.7812,0.6828
i6_c2,0.7756,0.6751
i6_c3,0.7592,0.6795
i6_g,0.8031,0.7697
i7_c0,0.778,0.6818
i7_c1,0.7828,0.6963
i7_c2,0.77,0.6813
i7_c3,0.7784,0.6884
i7_g,0.8099,0.7777
i8_c0,0.7908,0.7035
i8_c1,0.7904,0.6929
i8_c2,0.7896,0.6885
i8_c3,0.7764,0.6956
i8_g,0.8173,0.7805
i9_c0,0.7868,0.6928
i9_c1,0.7788,0.6938
i9_c2,0.7756,0.6928
i9_c3,0.7872,0.6936
i9_g,0.8156,0.7803
