,train_acc,test_acc
i0_c0,0.6666,0.6191
i0_c1,0.6474,0.6003
i0_g,0.7024,0.672
i1_c0,0.7024,0.66
i1_c1,0.6868,0.6391
i1_g,0.7385,0.7089
i2_c0,0.7222,0.6742
i2_c1,0.721,0.6737
i2_g,0.7639,0.7368
i3_c0,0.7282,0.6841
i3_c1,0.7182,0.6865
i3_g,0.7688,0.7389
i4_c0,0.7478,0.6982
i4_c1,0.7286,0.6716
i4_g,0.7758,0.7362
i5_c0,0.743,0.6915
i5_c1,0.7484,0.6995
i5_g,0.7853,0.7508
i6_c0,0.7604,0.7024
i6_c1,0.7502,0.697
i6_g,0.7857,0.7525
i7_c0,0.7534,0.701
i7_c1,0.7408,0.6992
i7_g,0.7883,0.7646
i8_c0,0.7664,0.7219
i8_c1,0.7506,0.7095
i8_g,0.8004,0.7713
i9_c0,0.7768,0.7193
i9_c1,0.7604,0.723
i9_g,0.7988,0.7723
