,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,1.0,0.4408,0.47115384615384615,0.323
i0_c1,1.0,0.4556,0.483974358974359,0.3402
i0_c2,1.0,0.4509,0.5064102564102564,0.3375
i0_c3,1.0,0.4498,0.46794871794871795,0.3209
i0_c4,1.0,0.4197,0.5160256410256411,0.2955
i0_c5,1.0,0.4627,0.44551282051282054,0.3056
i0_c6,0.9967948717948718,0.4657,0.5256410256410257,0.3445
i0_c7,1.0,0.4456,0.5352564102564102,0.3266
i0_c8,1.0,0.4382,0.4583333333333333,0.3051
i0_c9,0.9967948717948718,0.4518,0.5352564102564102,0.3433
i0_c10,0.9967948717948718,0.4508,0.5384615384615384,0.3597
i0_c11,1.0,0.4498,0.5128205128205128,0.341
i0_c12,1.0,0.4324,0.5096153846153846,0.3045
i0_c13,1.0,0.4228,0.5769230769230769,0.3207
i0_c14,1.0,0.4603,0.5448717948717948,0.3413
i0_c15,1.0,0.4448,0.46474358974358976,0.3215
i0_c16,1.0,0.4405,0.4583333333333333,0.317
i0_c17,1.0,0.4441,0.5032051282051282,0.3549
i0_c18,1.0,0.4492,0.5064102564102564,0.3404
i0_c19,1.0,0.4278,0.5128205128205128,0.3159
i0_c20,1.0,0.4365,0.532051282051282,0.311
i0_c21,0.9967948717948718,0.4228,0.4967948717948718,0.3153
i0_c22,0.9967948717948718,0.4384,0.44871794871794873,0.3138
i0_c23,1.0,0.4632,0.5128205128205128,0.3525
i0_c24,1.0,0.4486,0.5865384615384616,0.3361
i0_c25,1.0,0.4296,0.4775641025641026,0.3193
i0_c26,1.0,0.4228,0.5160256410256411,0.3205
i0_c27,1.0,0.4443,0.5128205128205128,0.3407
i0_c28,1.0,0.4353,0.4775641025641026,0.3383
i0_c29,0.9967948717948718,0.4559,0.46794871794871795,0.3097
i0_c30,1.0,0.4822,0.47115384615384615,0.3292
i0_c31,1.0,0.4293,0.42948717948717946,0.3052
i0_g,0.5988,0.5739,,
i1_c0,1.0,0.4908,0.4358974358974359,0.3384
i1_c1,1.0,0.4921,0.5352564102564102,0.3586
i1_c2,1.0,0.4911,0.5160256410256411,0.3438
