,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.964,0.7144,0.1744,0.1601
i0_c1,0.9424,0.7103,0.164,0.1648
i0_c2,0.9552,0.7054,0.1256,0.1156
i0_c3,0.9528,0.7034,0.168,0.1615
i0_c4,0.9368,0.7099,0.2016,0.1833
i0_c5,0.9344,0.7066,0.1752,0.1945
i0_c6,0.948,0.7097,0.136,0.1485
i0_c7,0.9424,0.7315,0.148,0.144
i0_g,0.2032,0.199,,
i1_c0,0.976,0.673,0.204,0.208
i1_c1,0.9688,0.6638,0.2496,0.2208
i1_c2,0.964,0.6641,0.1872,0.1966
i1_c3,0.9728,0.6587,0.1784,0.2008
i1_c4,0.944,0.6766,0.1968,0.1838
i1_c5,0.9672,0.6677,0.184,0.1657
i1_c6,0.9536,0.6719,0.1848,0.1845
i1_c7,0.9632,0.7018,0.152,0.1577
i1_g,0.2565,0.2512,,
i2_c0,0.9672,0.6696,0.16,0.1632
i2_c1,0.972,0.6707,0.2112,0.2023
i2_c2,0.9816,0.6625,0.2024,0.2163
i2_c3,0.9816,0.6685,0.1352,0.1515
i2_c4,0.9544,0.6727,0.156,0.1575
i2_c5,0.9656,0.6857,0.2632,0.2484
i2_c6,0.964,0.6754,0.1824,0.171
i2_c7,0.9744,0.7026,0.1896,0.2081
i2_g,0.2655,0.2677,,
i3_c0,0.9816,0.6737,0.2072,0.219
i3_c1,0.9808,0.6734,0.1976,0.181
i3_c2,0.9816,0.6673,0.1552,0.1791
i3_c3,0.984,0.6684,0.2624,0.2207
i3_c4,0.956,0.6784,0.2008,0.2001
i3_c5,0.9664,0.6826,0.1936,0.1894
i3_c6,0.9696,0.6678,0.2168,0.2134
i3_c7,0.972,0.7017,0.1856,0.1918
i3_g,0.2785,0.2745,,
i4_c0,0.9872,0.6687,0.2152,0.1986
i4_c1,0.98,0.6794,0.204,0.1968
i4_c2,0.9856,0.6694,0.2256,0.2225
i4_c3,0.9856,0.6698,0.2192,0.2124
i4_c4,0.9696,0.6809,0.2,0.1827
i4_c5,0.9656,0.6919,0.2096,0.1987
i4_c6,0.9728,0.6751,0.24,0.2096
i4_c7,0.968,0.702,0.1936,0.182
i4_g,0.3091,0.3036,,
i5_c0,0.9848,0.6636,0.2328,0.2048
i5_c1,0.972,0.6709,0.2096,0.2116
i5_c2,0.9744,0.6627,0.22,0.2084
i5_c3,0.9848,0.6457,0.2344,0.2108
i5_c4,0.9656,0.6714,0.1944,0.1914
i5_c5,0.9696,0.6806,0.2304,0.2192
i5_c6,0.9688,0.6624,0.188,0.1831
i5_c7,0.964,0.6869,0.2416,0.2219
i5_g,0.305,0.297,,
i6_c0,0.9848,0.6709,0.1872,0.1822
i6_c1,0.9704,0.6852,0.2176,0.1964
i6_c2,0.9768,0.6639,0.2328,0.2333
i6_c3,0.9792,0.6663,0.1928,0.2012
i6_c4,0.9632,0.677,0.1936,0.1807
i6_c5,0.9688,0.6805,0.192,0.1965
i6_c6,0.9744,0.6684,0.2176,0.2213
i6_c7,0.9736,0.696,0.1776,0.1941
i6_g,0.288,0.2806,,
i7_c0,0.988,0.6752,0.1928,0.2086
i7_c1,0.9776,0.6856,0.2136,0.2103
i7_c2,0.98,0.6687,0.2096,0.1941
i7_c3,0.9912,0.672,0.252,0.2184
i7_c4,0.9608,0.6931,0.2072,0.2011
i7_c5,0.9704,0.6836,0.2624,0.2364
i7_c6,0.9712,0.6851,0.2312,0.2136
i7_c7,0.9744,0.7139,0.1864,0.1975
i7_g,0.3061,0.2975,,
i8_c0,0.9816,0.6636,0.2216,0.2225
i8_c1,0.9728,0.669,0.1728,0.2027
i8_c2,0.9776,0.6642,0.172,0.1731
i8_c3,0.9768,0.6625,0.2032,0.1965
i8_c4,0.952,0.67,0.1632,0.1696
i8_c5,0.9664,0.6704,0.1968,0.1867
i8_c6,0.9712,0.6758,0.2024,0.1883
i8_c7,0.964,0.7063,0.2272,0.2309
i8_g,0.2689,0.2625,,
i9_c0,0.9776,0.6595,0.16,0.1646
i9_c1,0.9672,0.6658,0.2304,0.2066
i9_c2,0.9728,0.6698,0.2032,0.1924
i9_c3,0.9776,0.6441,0.2,0.1878
i9_c4,0.9496,0.6804,0.2024,0.2046
i9_c5,0.9656,0.6917,0.2,0.185
i9_c6,0.9656,0.669,0.2072,0.2154
i9_c7,0.9632,0.7005,0.2392,0.2156
i9_g,0.2748,0.2748,,
