,train_acc,test_acc
i0_c0,0.3173076923076923,0.0634
i0_c1,0.28846153846153844,0.0493
i0_c2,0.28846153846153844,0.045
i0_c3,0.3108974358974359,0.0611
i0_c4,0.3269230769230769,0.0519
i0_c5,0.30448717948717946,0.051
i0_c6,0.3173076923076923,0.0498
i0_c7,0.3942307692307692,0.0553
i0_c8,0.3717948717948718,0.0605
i0_c9,0.34294871794871795,0.0564
i0_c10,0.41025641025641024,0.0612
i0_c11,0.33974358974358976,0.0607
i0_c12,0.34935897435897434,0.0606
i0_c13,0.25961538461538464,0.0515
i0_c14,0.40064102564102566,0.0526
i0_c15,0.40384615384615385,0.0548
i0_c16,0.36217948717948717,0.0594
i0_c17,0.33974358974358976,0.0497
i0_c18,0.3525641025641026,0.0486
i0_c19,0.44871794871794873,0.0575
i0_c20,0.2980769230769231,0.0424
i0_c21,0.3173076923076923,0.046
i0_c22,0.2532051282051282,0.0387
i0_c23,0.2948717948717949,0.063
i0_c24,0.23717948717948717,0.0393
i0_c25,0.3173076923076923,0.0442
i0_c26,0.2980769230769231,0.0611
i0_c27,0.32371794871794873,0.0494
i0_c28,0.3301282051282051,0.0459
i0_c29,0.44551282051282054,0.0653
i0_c30,0.34294871794871795,0.0433
i0_c31,0.36217948717948717,0.0536
i0_g,0.0405,0.0332
i1_c0,0.375,0.0879
i1_c1,0.42948717948717946,0.0837
i1_c2,0.32371794871794873,0.0634
i1_c3,0.44551282051282054,0.0904
i1_c4,0.38782051282051283,0.0735
i1_c5,0.42628205128205127,0.0708
i1_c6,0.34935897435897434,0.0589
i1_c7,0.47435897435897434,0.078
i1_c8,0.4519230769230769,0.0844
i1_c9,0.3974358974358974,0.073
i1_c10,0.47115384615384615,0.0928
i1_c11,0.44871794871794873,0.0867
i1_c12,0.40064102564102566,0.0913
i1_c13,0.36538461538461536,0.077
i1_c14,0.46794871794871795,0.0775
i1_c15,0.47435897435897434,0.093
i1_c16,0.483974358974359,0.0878
i1_c17,0.4967948717948718,0.0866
i1_c18,0.4775641025641026,0.0892
i1_c19,0.5352564102564102,0.0855
i1_c20,0.4166666666666667,0.0699
i1_c21,0.3685897435897436,0.0689
i1_c22,0.42628205128205127,0.0829
i1_c23,0.3173076923076923,0.0829
i1_c24,0.34935897435897434,0.0588
i1_c25,0.4358974358974359,0.0749
i1_c26,0.36217948717948717,0.0805
i1_c27,0.4198717948717949,0.0898
i1_c28,0.41346153846153844,0.0657
i1_c29,0.4391025641025641,0.0945
i1_c30,0.4358974358974359,0.0686
i1_c31,0.4391025641025641,0.0886
i1_g,0.1022,0.0888
i2_c0,0.4519230769230769,0.1196
i2_c1,0.46794871794871795,0.1097
i2_c2,0.44551282051282054,0.096
i2_c3,0.47115384615384615,0.1062
i2_c4,0.4583333333333333,0.0947
i2_c5,0.4358974358974359,0.0887
i2_c6,0.4583333333333333,0.0995
i2_c7,0.5032051282051282,0.1058
i2_c8,0.5256410256410257,0.1217
i2_c9,0.4423076923076923,0.084
i2_c10,0.532051282051282,0.127
i2_c11,0.5096153846153846,0.1132
i2_c12,0.4807692307692308,0.108
i2_c13,0.44871794871794873,0.1044
i2_c14,0.5288461538461539,0.1021
i2_c15,0.5544871794871795,0.1225
i2_c16,0.5128205128205128,0.1237
i2_c17,0.5512820512820513,0.1224
i2_c18,0.5448717948717948,0.1333
i2_c19,0.5801282051282052,0.1199
i2_c20,0.47115384615384615,0.0913
i2_c21,0.48717948717948717,0.0979
i2_c22,0.5160256410256411,0.1205
i2_c23,0.3557692307692308,0.0966
i2_c24,0.3974358974358974,0.0834
i2_c25,0.4775641025641026,0.093
i2_c26,0.4519230769230769,0.1029
i2_c27,0.4551282051282051,0.1161
i2_c28,0.4326923076923077,0.0756
i2_c29,0.5352564102564102,0.1155
i2_c30,0.5416666666666666,0.1115
i2_c31,0.4935897435897436,0.1049
i2_g,0.1619,0.1293
i3_c0,0.5192307692307693,0.1548
i3_c1,0.5064102564102564,0.1181
i3_c2,0.4519230769230769,0.11
i3_c3,0.5256410256410257,0.1397
i3_c4,0.5801282051282052,0.1219
i3_c5,0.46794871794871795,0.1051
i3_c6,0.4583333333333333,0.1061
i3_c7,0.5801282051282052,0.1348
i3_c8,0.5480769230769231,0.1434
i3_c9,0.5064102564102564,0.1115
i3_c10,0.5737179487179487,0.1517
i3_c11,0.5512820512820513,0.135
i3_c12,0.5576923076923077,0.1289
i3_c13,0.5096153846153846,0.1251
i3_c14,0.6057692307692307,0.1312
i3_c15,0.5448717948717948,0.1562
i3_c16,0.5993589743589743,0.1581
i3_c17,0.5352564102564102,0.137
i3_c18,0.5448717948717948,0.1393
i3_c19,0.5705128205128205,0.1389
i3_c20,0.5128205128205128,0.1142
i3_c21,0.5032051282051282,0.1284
i3_c22,0.5160256410256411,0.1261
i3_c23,0.42948717948717946,0.1078
i3_c24,0.3717948717948718,0.0975
i3_c25,0.5641025641025641,0.1388
i3_c26,0.4935897435897436,0.1207
i3_c27,0.48717948717948717,0.1394
i3_c28,0.5128205128205128,0.1057
i3_c29,0.5769230769230769,0.1414
i3_c30,0.6025641025641025,0.1578
i3_c31,0.5641025641025641,0.1354
i3_g,0.2002,0.1582
i4_c0,0.5416666666666666,0.1606
i4_c1,0.5737179487179487,0.1553
i4_c2,0.5064102564102564,0.1202
i4_c3,0.592948717948718,0.1614
i4_c4,0.5705128205128205,0.1556
i4_c5,0.5384615384615384,0.1447
i4_c6,0.5737179487179487,0.148
i4_c7,0.625,0.1588
i4_c8,0.625,0.1675
i4_c9,0.5673076923076923,0.1296
i4_c10,0.5865384615384616,0.1668
i4_c11,0.5737179487179487,0.1505
i4_c12,0.6089743589743589,0.159
i4_c13,0.4423076923076923,0.1447
i4_c14,0.657051282051282,0.1594
i4_c15,0.6057692307692307,0.173
i4_c16,0.6153846153846154,0.1845
i4_c17,0.6314102564102564,0.1701
i4_c18,0.5833333333333334,0.1648
i4_c19,0.6025641025641025,0.1606
i4_c20,0.5897435897435898,0.1557
i4_c21,0.5673076923076923,0.151
i4_c22,0.5352564102564102,0.1472
i4_c23,0.4326923076923077,0.115
i4_c24,0.48717948717948717,0.122
i4_c25,0.5865384615384616,0.1613
i4_c26,0.5,0.1348
i4_c27,0.5544871794871795,0.1678
i4_c28,0.5641025641025641,0.1385
i4_c29,0.592948717948718,0.1568
i4_c30,0.6121794871794872,0.1739
i4_c31,0.5673076923076923,0.1554
i4_g,0.2484,0.1911
i5_c0,0.5897435897435898,0.1832
i5_c1,0.5416666666666666,0.1656
i5_c2,0.5544871794871795,0.1475
i5_c3,0.5833333333333334,0.1774
i5_c4,0.5961538461538461,0.1658
i5_c5,0.5993589743589743,0.1649
i5_c6,0.6602564102564102,0.1644
i5_c7,0.6346153846153846,0.1784
i5_c8,0.6153846153846154,0.1877
i5_c9,0.5769230769230769,0.1387
i5_c10,0.6057692307692307,0.177
i5_c11,0.6153846153846154,0.1769
i5_c12,0.5737179487179487,0.1741
i5_c13,0.5256410256410257,0.1543
i5_c14,0.6634615384615384,0.1846
i5_c15,0.6602564102564102,0.2096
i5_c16,0.6602564102564102,0.1944
i5_c17,0.6538461538461539,0.2132
i5_c18,0.6217948717948718,0.207
i5_c19,0.6666666666666666,0.1973
i5_c20,0.5705128205128205,0.1634
i5_c21,0.5833333333333334,0.1561
i5_c22,0.5961538461538461,0.1705
i5_c23,0.4967948717948718,0.1405
i5_c24,0.5128205128205128,0.142
i5_c25,0.6121794871794872,0.181
i5_c26,0.5128205128205128,0.1448
i5_c27,0.5897435897435898,0.1776
i5_c28,0.6762820512820513,0.1896
i5_c29,0.5801282051282052,0.162
i5_c30,0.6602564102564102,0.1865
i5_c31,0.625,0.191
i5_g,0.2933,0.2185
i6_c0,0.625,0.1979
i6_c1,0.6121794871794872,0.1896
i6_c2,0.5737179487179487,0.1671
i6_c3,0.6666666666666666,0.1846
i6_c4,0.6153846153846154,0.1785
i6_c5,0.6474358974358975,0.1886
i6_c6,0.6025641025641025,0.1662
i6_c7,0.6538461538461539,0.2052
i6_c8,0.6346153846153846,0.1956
i6_c9,0.6217948717948718,0.1595
i6_c10,0.6442307692307693,0.1937
i6_c11,0.6121794871794872,0.1821
i6_c12,0.6217948717948718,0.188
i6_c13,0.5769230769230769,0.1715
i6_c14,0.7051282051282052,0.2125
i6_c15,0.6602564102564102,0.2194
i6_c16,0.6346153846153846,0.2137
i6_c17,0.6634615384615384,0.2218
i6_c18,0.6346153846153846,0.2104
i6_c19,0.6826923076923077,0.2179
i6_c20,0.6858974358974359,0.1915
i6_c21,0.657051282051282,0.1938
i6_c22,0.625,0.172
i6_c23,0.5673076923076923,0.1504
i6_c24,0.5384615384615384,0.1609
i6_c25,0.6442307692307693,0.1916
i6_c26,0.5769230769230769,0.1644
i6_c27,0.5897435897435898,0.1913
i6_c28,0.6506410256410257,0.1909
i6_c29,0.6666666666666666,0.1933
i6_c30,0.6474358974358975,0.1958
i6_c31,0.6442307692307693,0.1951
i6_g,0.3254,0.238
i7_c0,0.6538461538461539,0.2228
i7_c1,0.6730769230769231,0.2106
i7_c2,0.6057692307692307,0.1875
i7_c3,0.6474358974358975,0.1979
i7_c4,0.6698717948717948,0.2047
i7_c5,0.6282051282051282,0.1812
i7_c6,0.6666666666666666,0.2034
i7_c7,0.717948717948718,0.216
i7_c8,0.6185897435897436,0.2065
i7_c9,0.6634615384615384,0.182
i7_c10,0.6762820512820513,0.211
i7_c11,0.6185897435897436,0.1888
i7_c12,0.6121794871794872,0.2033
i7_c13,0.5448717948717948,0.185
i7_c14,0.7467948717948718,0.2345
i7_c15,0.6794871794871795,0.2384
i7_c16,0.6794871794871795,0.2338
i7_c17,0.6634615384615384,0.2536
i7_c18,0.6506410256410257,0.2159
i7_c19,0.6891025641025641,0.2272
i7_c20,0.6538461538461539,0.2227
i7_c21,0.6762820512820513,0.2069
i7_c22,0.6346153846153846,0.1854
i7_c23,0.5224358974358975,0.1674
i7_c24,0.5608974358974359,0.1684
i7_c25,0.625,0.2119
i7_c26,0.6217948717948718,0.1886
i7_c27,0.5993589743589743,0.218
i7_c28,0.6987179487179487,0.2126
i7_c29,0.6698717948717948,0.2078
i7_c30,0.6762820512820513,0.2409
i7_c31,0.6602564102564102,0.2085
i7_g,0.3655,0.2613
i8_c0,0.6923076923076923,0.2362
i8_c1,0.6602564102564102,0.2118
i8_c2,0.6538461538461539,0.1843
i8_c3,0.6634615384615384,0.2157
i8_c4,0.6698717948717948,0.2153
i8_c5,0.625,0.2068
i8_c6,0.6794871794871795,0.218
i8_c7,0.7467948717948718,0.2465
i8_c8,0.6826923076923077,0.2269
i8_c9,0.6698717948717948,0.2013
i8_c10,0.6762820512820513,0.2265
i8_c11,0.6442307692307693,0.2118
i8_c12,0.6698717948717948,0.212
i8_c13,0.6057692307692307,0.1966
i8_c14,0.7435897435897436,0.2306
i8_c15,0.7083333333333334,0.2514
i8_c16,0.6955128205128205,0.2654
i8_c17,0.7339743589743589,0.26
i8_c18,0.6858974358974359,0.2346
i8_c19,0.7147435897435898,0.2451
i8_c20,0.6891025641025641,0.2238
i8_c21,0.7083333333333334,0.2315
i8_c22,0.6506410256410257,0.2105
i8_c23,0.6474358974358975,0.1991
i8_c24,0.6506410256410257,0.2125
i8_c25,0.6826923076923077,0.2201
i8_c26,0.6153846153846154,0.1893
i8_c27,0.6602564102564102,0.2151
i8_c28,0.6698717948717948,0.2243
i8_c29,0.6987179487179487,0.2271
i8_c30,0.7147435897435898,0.2588
i8_c31,0.657051282051282,0.2056
i8_g,0.3977,0.2824
i9_c0,0.6698717948717948,0.2284
i9_c1,0.6666666666666666,0.2223
i9_c2,0.6987179487179487,0.214
i9_c3,0.6666666666666666,0.23
i9_c4,0.7147435897435898,0.2373
i9_c5,0.6730769230769231,0.2303
i9_c6,0.7147435897435898,0.2353
i9_c7,0.7596153846153846,0.2518
i9_c8,0.6794871794871795,0.2345
i9_c9,0.6955128205128205,0.2016
i9_c10,0.7115384615384616,0.2425
i9_c11,0.6858974358974359,0.226
i9_c12,0.6730769230769231,0.2216
i9_c13,0.6089743589743589,0.2091
i9_c14,0.7435897435897436,0.2583
i9_c15,0.7019230769230769,0.2695
i9_c16,0.7339743589743589,0.2664
i9_c17,0.75,0.2785
i9_c18,0.6666666666666666,0.2493
i9_c19,0.75,0.2702
i9_c20,0.7435897435897436,0.2599
i9_c21,0.7019230769230769,0.24
