,train_acc,test_acc
i0_c0,0.6756,0.6012
i0_c1,0.6774,0.5961
i0_g,0.6675,0.6251
i1_c0,0.7346,0.658
i1_c1,0.7438,0.664
i1_g,0.7276,0.6859
i2_c0,0.7688,0.7014
i2_c1,0.7752,0.7027
i2_g,0.7597,0.7195
i3_c0,0.7966,0.7271
i3_c1,0.7948,0.7291
i3_g,0.7848,0.7449
i4_c0,0.8144,0.7416
i4_c1,0.8132,0.7444
i4_g,0.8029,0.7623
i5_c0,0.827,0.7547
i5_c1,0.826,0.7579
i5_g,0.8164,0.7755
i6_c0,0.8396,0.7662
i6_c1,0.8342,0.7679
i6_g,0.8254,0.7852
i7_c0,0.8452,0.776
i7_c1,0.8428,0.7766
i7_g,0.835,0.7932
i8_c0,0.8494,0.7828
i8_c1,0.8492,0.7825
i8_g,0.8408,0.7975
i9_c0,0.8584,0.7907
i9_c1,0.853,0.7913
i9_g,0.8486,0.8065
