file_name,train_acc,test_acc,train_acc_outDP,test_acc_out_DP,it,client,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
i0_c0.npy,0.778,0.7106,0.1444,0.1387,0,c0,0.5063,0.00028284271247460747,0.5219860010018603,0.002031768554523563,0.15036666666666668,0.008546669266770278
i0_c1.npy,0.7972,0.7272,0.2012,0.21,0,c1,0.4938166666666666,0.0003670452590924063,0.48557796583131013,0.0004897981265598187,0.2081666666666667,0.009819990948174147
i0_g.npy,0.1881,0.183,,,0,g,0.502,0.00046726152562921616,0.5051404179219173,0.0009422671081378916,0.19521666666666668,0.010158808438438482
i1_c0.npy,0.8006,0.7323,0.3002,0.289,1,c0,0.5118833333333334,0.0003131382371342656,0.5200948604426118,0.0005194005349153395,0.30756666666666665,0.0018917951498216901
i1_c1.npy,0.792,0.7339,0.2424,0.2327,1,c1,0.5084833333333333,0.00021921577396610944,0.5174540897167157,0.0006949615074117672,0.25203333333333333,0.01484336739272983
i1_g.npy,0.3004,0.2944,,,1,g,0.5028333333333334,4.714045207909797e-05,0.5046648979096876,0.00016882646254851486,0.30679999999999996,0.008591468636579742
i2_c0.npy,0.8058,0.7399,0.2972,0.292,2,c0,0.5023666666666666,0.00020548046676566094,0.503963420756966,0.0003058504719795015,0.3007666666666666,0.006920902317536984
i2_c1.npy,0.8036,0.7341,0.3108,0.3059,2,c1,0.5004666666666667,0.0004422166387140548,0.5007449642826688,0.0006950643420700145,0.3161333333333334,0.0033895263517029744
i2_g.npy,0.3418,0.3319,,,2,g,0.5055333333333333,0.00015986105077711547,0.5081597802551808,0.0003295593482639206,0.34476666666666667,0.004264843360416524
i3_c0.npy,0.8218,0.7409,0.2968,0.2908,3,c0,0.5029333333333333,0.0002211083193570023,0.5049050870778005,0.00036353554965593216,0.30196666666666666,0.0062294105303435906
i3_c1.npy,0.8012,0.7433,0.3178,0.3066,3,c1,0.5058000000000001,0.00044721359549995,0.509195105560734,0.0007892269024092019,0.3214666666666667,0.002832352771499732
i3_g.npy,0.3412,0.3357,,,3,g,0.5034083333333332,0.0001618040653245455,0.5049974424875526,0.00027351040635872274,0.34456666666666663,0.002608745973749757
i4_c0.npy,0.8232,0.7331,0.345,0.3268,4,c0,0.5086666666666667,0.00014907119849996955,0.5127416806928723,9.804454425593017e-05,0.34873333333333334,0.0033399933466334315
i4_c1.npy,0.8074,0.742,0.305,0.2941,4,c1,0.5086,0.0014764823060233428,0.514190220636093,0.0020676825077858,0.3107,0.007831347265956221
i4_g.npy,0.3599,0.3607,,,4,g,0.5001749999999999,0.00016770509831250715,0.5002400443631326,0.00022598333015062504,0.36146666666666666,0.003592894221778435
i5_c0.npy,0.8376,0.7549,0.3154,0.3102,5,c0,0.50245,0.0001500000000000328,0.5038334283844083,0.000209878180181196,0.3219666666666667,0.007536946036396665
i5_c1.npy,0.8164,0.7487,0.3234,0.335,5,c1,0.4985,0.00027080128015452267,0.4977306828426318,0.00044685700091379166,0.3307333333333333,0.009153991236370923
i5_g.npy,0.3814,0.3846,,,5,g,0.49818333333333326,6.236095644623537e-05,0.4976564128572656,3.9969723248178256e-05,0.38566666666666666,0.007170464110192276
i6_c0.npy,0.8256,0.7566,0.3658,0.3595,6,c0,0.5006333333333334,0.00026246692913374514,0.5008608814902984,0.00035896159365726195,0.3704333333333334,0.004817214501717297
i6_c1.npy,0.8286,0.7664,0.3366,0.3297,6,c1,0.4997666666666667,0.00033499585403734636,0.499649061200468,0.00048590107369580847,0.3393333333333333,0.005576936634230499
i6_g.npy,0.3916,0.3903,,,6,g,0.5007333333333334,8.975274678556518e-05,0.5009342348651274,0.00012318963739298505,0.39385,0.00516583326611818
i7_c0.npy,0.8382,0.7663,0.3672,0.3723,7,c0,0.4969666666666666,0.0002357022603955213,0.4959777061739748,0.00027804292669022016,0.37383333333333324,0.003307399112427906
i7_c1.npy,0.8314,0.7667,0.3334,0.3397,7,c1,0.4938166666666666,0.00048448139512496317,0.4910485136101976,0.0007845002815730037,0.3395333333333334,0.004323064756499593
i7_g.npy,0.4091,0.403,,,7,g,0.5031583333333333,0.00020699570580621422,0.5038538561236777,0.0002677686518837741,0.4130499999999999,0.001683003267970681
i8_c0.npy,0.8438,0.7749,0.3744,0.3436,8,c0,0.5112166666666667,0.00032360813064913194,0.51535881473348,0.0006290172694773436,0.37656666666666666,0.004487637339278755
i8_c1.npy,0.831,0.7671,0.3624,0.3478,8,c1,0.5074666666666667,0.0001490711985000109,0.5103189951534434,4.9064917831079995e-05,0.36923333333333336,0.0056242530368238374
i8_g.npy,0.4107,0.3897,,,8,g,0.5107750000000001,5.5901699437488585e-05,0.5133721779925368,6.442621610773012e-05,0.41368333333333335,0.004122061242738746
i9_c0.npy,0.8396,0.759,0.3704,0.3699,9,c0,0.4990333333333334,0.0007475887164002114,0.4986935037447713,0.0009914711503093605,0.3733666666666667,0.00654463308537784
i9_c1.npy,0.8266,0.7596,0.3796,0.3806,9,c1,0.49895,7.637626158258892e-05,0.4986412640005877,7.380941502612368e-05,0.385,0.007872314356866942
i9_g.npy,0.4242,0.4338,,,9,g,0.49594166666666667,0.0002729723225693106,0.49530800370053374,0.0003670443861361628,0.4288500000000001,0.005836308764964375
