,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8882,0.8147,0.8844,0.8079
i0_c1,0.8648,0.8043,0.8578,0.803
i0_g,0.8709,0.8355,,
i1_c0,0.8916,0.8115,0.884,0.8061
i1_c1,0.8674,0.8032,0.8632,0.8019
i1_g,0.8691,0.833,,
i2_c0,0.8862,0.8195,0.887,0.8173
i2_c1,0.8812,0.8132,0.8782,0.8086
i2_g,0.8759,0.8414,,
i3_c0,0.886,0.8067,0.8836,0.8064
i3_c1,0.8822,0.81,0.881,0.8102
i3_g,0.8739,0.8331,,
i4_c0,0.8802,0.8065,0.879,0.8065
i4_c1,0.8668,0.8114,0.8604,0.8082
i4_g,0.8646,0.8311,,
i5_c0,0.8932,0.815,0.8874,0.8099
i5_c1,0.878,0.8135,0.8774,0.812
i5_g,0.8777,0.8423,,
i6_c0,0.8824,0.8097,0.8832,0.809
i6_c1,0.8746,0.8157,0.8712,0.8149
i6_g,0.8767,0.8369,,
i7_c0,0.878,0.8039,0.8732,0.8025
i7_c1,0.8752,0.8134,0.8706,0.8114
i7_g,0.8674,0.8343,,
i8_c0,0.8816,0.8113,0.8724,0.8096
i8_c1,0.8642,0.8041,0.8556,0.8005
i8_g,0.869,0.8354,,
i9_c0,0.8818,0.8106,0.879,0.8066
i9_c1,0.879,0.8123,0.8736,0.8077
i9_g,0.8763,0.8364,,
