,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.7884,0.722,0.7644,0.7118
i0_c1,0.7628,0.7119,0.7508,0.701
i0_g,0.7827,0.7523,,
i1_c0,0.8288,0.7701,0.8094,0.7544
i1_c1,0.8138,0.7605,0.8108,0.7523
i1_g,0.8292,0.7936,,
i2_c0,0.8548,0.79,0.8352,0.7783
i2_c1,0.844,0.7852,0.83,0.769
i2_g,0.8416,0.8083,,
i3_c0,0.8532,0.7987,0.8482,0.7823
i3_c1,0.8594,0.8082,0.8478,0.7986
i3_g,0.8602,0.8277,,
i4_c0,0.8792,0.8134,0.865,0.8058
i4_c1,0.8668,0.8045,0.8582,0.8009
i4_g,0.8648,0.8339,,
i5_c0,0.8738,0.8066,0.8682,0.8015
i5_c1,0.8676,0.8119,0.8574,0.8051
i5_g,0.8638,0.8289,,
i6_c0,0.883,0.8196,0.8728,0.8128
i6_c1,0.8678,0.8117,0.8596,0.8047
i6_g,0.8687,0.834,,
i7_c0,0.8886,0.8148,0.8772,0.8072
i7_c1,0.8668,0.8139,0.8628,0.8073
i7_g,0.8787,0.837,,
i8_c0,0.8872,0.8156,0.8744,0.8107
i8_c1,0.8816,0.8182,0.8762,0.8114
i8_g,0.873,0.8383,,
i9_c0,0.887,0.8118,0.8778,0.8059
i9_c1,0.8792,0.8226,0.8684,0.8132
i9_g,0.8783,0.8372,,
