,train_acc,test_acc
i0_c0,0.6368,0.5223
i0_c1,0.6336,0.5089
i0_c2,0.6376,0.5114
i0_c3,0.6396,0.5285
i0_g,0.5952,0.5509
i1_c0,0.6884,0.5736
i1_c1,0.6724,0.5589
i1_c2,0.6912,0.5621
i1_c3,0.6836,0.582
i1_g,0.6461,0.6046
i2_c0,0.72,0.6062
i2_c1,0.706,0.5943
i2_c2,0.7224,0.591
i2_c3,0.7212,0.6127
i2_g,0.6836,0.6376
i3_c0,0.7452,0.625
i3_c1,0.7292,0.6184
i3_c2,0.7448,0.6128
i3_c3,0.7364,0.6394
i3_g,0.7083,0.6607
i4_c0,0.7676,0.6448
i4_c1,0.748,0.6384
i4_c2,0.76,0.6334
i4_c3,0.7492,0.6577
i4_g,0.7281,0.681
i5_c0,0.7876,0.6614
i5_c1,0.7612,0.656
i5_c2,0.7692,0.6557
i5_c3,0.7604,0.6719
i5_g,0.7396,0.6962
i6_c0,0.7952,0.6776
i6_c1,0.7748,0.6673
i6_c2,0.7852,0.6683
i6_c3,0.7796,0.6852
i6_g,0.7549,0.7087
i7_c0,0.8068,0.6886
i7_c1,0.7796,0.6794
i7_c2,0.7924,0.6823
i7_c3,0.7864,0.7007
i7_g,0.7621,0.7214
i8_c0,0.8108,0.7015
i8_c1,0.7944,0.6881
i8_c2,0.8052,0.6938
i8_c3,0.7924,0.7083
i8_g,0.7747,0.7348
i9_c0,0.8172,0.7092
i9_c1,0.8052,0.6997
i9_c2,0.814,0.7023
i9_c3,0.798,0.717
i9_g,0.7835,0.7409
