,train_acc,test_acc
i0_c0,0.864,0.7213
i0_c1,0.8432,0.7054
i0_c2,0.844,0.7088
i0_c3,0.8356,0.7175
i0_g,0.7974,0.7633
i1_c0,0.8996,0.7567
i1_c1,0.8896,0.7532
i1_c2,0.8884,0.7559
i1_c3,0.874,0.7578
i1_g,0.8369,0.8042
i2_c0,0.9052,0.7683
i2_c1,0.9012,0.7716
i2_c2,0.9,0.7713
i2_c3,0.892,0.7797
i2_g,0.8545,0.8153
i3_c0,0.924,0.7836
i3_c1,0.9156,0.7792
i3_c2,0.9072,0.7839
i3_c3,0.9056,0.7947
i3_g,0.8618,0.8287
i4_c0,0.9316,0.7936
i4_c1,0.9088,0.7823
i4_c2,0.9108,0.7928
i4_c3,0.9076,0.792
i4_g,0.8699,0.8307
i5_c0,0.9292,0.7983
i5_c1,0.9192,0.7903
i5_c2,0.914,0.7957
i5_c3,0.914,0.796
i5_g,0.8739,0.8356
i6_c0,0.9372,0.7974
i6_c1,0.922,0.7934
i6_c2,0.9228,0.7985
i6_c3,0.9164,0.8009
i6_g,0.8765,0.8389
i7_c0,0.9376,0.8052
i7_c1,0.926,0.7963
i7_c2,0.9224,0.8012
i7_c3,0.9196,0.8058
i7_g,0.8789,0.8392
i8_c0,0.9416,0.8017
i8_c1,0.9284,0.7962
i8_c2,0.9276,0.805
i8_c3,0.9216,0.8029
i8_g,0.8825,0.8394
i9_c0,0.94,0.8079
i9_c1,0.9316,0.8042
i9_c2,0.9264,0.8086
i9_c3,0.9244,0.8066
i9_g,0.8834,0.843
