file_name,train_acc,test_acc,train_acc_outDP,test_acc_out_DP,it,client,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
i0_c0.npy,1.0,0.4764,0.0136,0.0102,0,c0,0.4999833333333334,0.002319063508305792,0.5001611418897675,0.004167466319045241,0.32139999999999996,0.08530252047858844
i0_c1.npy,1.0,0.4779,0.0082,0.0074,0,c1,0.4982,0.003102687007525357,0.49891145376779605,0.004620544139513332,0.3619666666666667,0.1297112905220239
i0_g.npy,0.0147,0.0147,,,0,g,0.49997500000000006,0.001393960185945048,0.49979161891926677,0.0021341699250256242,0.3247166666666667,0.09544307931374012
i1_c0.npy,0.0148,0.0152,0.0122,0.0149,1,c0,0.49448333333333333,0.005149568482460966,0.4938256061641358,0.00907714130113962,0.3421333333333334,0.13061116168059894
i1_c1.npy,0.0136,0.0149,0.0138,0.0124,1,c1,0.5007333333333334,0.004103927658015211,0.5029039411509311,0.00639837669568551,0.3575,0.1125338319499222
i1_g.npy,0.0146,0.0162,,,1,g,0.50145,0.001986621923433502,0.50298900170053,0.0034363161171289485,0.3570166666666666,0.11581139000787254
i2_c0.npy,0.0172,0.0181,0.0162,0.0149,2,c0,0.5009833333333334,0.0034333737861694533,0.5009623003329678,0.007792333397015247,0.22883333333333333,0.1048406038814267
i2_c1.npy,0.0166,0.0175,0.01,0.01,2,c1,0.4996666666666667,0.0070289085607621715,0.49746348946810065,0.011490312283135901,0.33853333333333335,0.10837322342514112
i2_g.npy,0.015,0.0132,,,2,g,0.5025083333333332,0.0016371766008046467,0.5049110789947069,0.003336586498942719,0.2714833333333333,0.08280212188639184
i3_c0.npy,0.016,0.0167,0.011,0.0098,3,c0,0.5047833333333334,0.002996340360432327,0.5088987561881556,0.00651511932573713,0.27016666666666667,0.07112021903478333
i3_c1.npy,0.0172,0.0164,0.0104,0.0113,3,c1,0.49898333333333333,0.00476494724233355,0.4953505887754231,0.013474221246574894,0.20356666666666667,0.07834202079485965
i3_g.npy,0.0107,0.0102,,,3,g,0.5008166666666666,0.002692685565667773,0.5025270413776829,0.0073336063595504965,0.21040000000000003,0.07536975520724477
i4_c0.npy,0.0166,0.0154,0.0172,0.0188,4,c0,0.5013833333333334,0.0015431749378761218,0.5033612680397986,0.004726642228206312,0.3229,0.21682695865597526
i4_c1.npy,0.0146,0.0151,0.0124,0.0133,4,c1,0.49675,0.004734536232128046,0.4936417298398929,0.007349276266435015,0.3471666666666667,0.11949747091698448
i4_g.npy,0.0171,0.0164,,,4,g,0.501725,0.00283780284727463,0.5008313770784568,0.003769124895788312,0.31329999999999997,0.1861182151214652
