,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8862,0.8076,0.8864,0.8077
i0_c1,0.8754,0.8147,0.875,0.8149
i0_g,0.879,0.8443,,
i1_c0,0.8856,0.8152,0.8856,0.8153
i1_c1,0.8728,0.8072,0.8728,0.8075
i1_g,0.8774,0.836,,
i2_c0,0.8896,0.8153,0.89,0.8157
i2_c1,0.8814,0.8172,0.8812,0.8175
i2_g,0.8754,0.8392,,
i3_c0,0.887,0.8153,0.8874,0.8154
i3_c1,0.8712,0.8075,0.8716,0.8077
i3_g,0.8756,0.8409,,
i4_c0,0.8822,0.8073,0.882,0.8071
i4_c1,0.8754,0.8141,0.8752,0.8138
i4_g,0.8749,0.835,,
i5_c0,0.8844,0.818,0.8846,0.818
i5_c1,0.8712,0.8146,0.871,0.8147
i5_g,0.8734,0.8401,,
i6_c0,0.8808,0.807,0.8808,0.8067
i6_c1,0.8664,0.8063,0.8664,0.8062
i6_g,0.8735,0.8418,,
i7_c0,0.8778,0.8093,0.8782,0.8093
i7_c1,0.88,0.8206,0.8804,0.8206
i7_g,0.8749,0.8375,,
i8_c0,0.878,0.8112,0.878,0.8111
i8_c1,0.869,0.8103,0.8702,0.8104
i8_g,0.8742,0.8386,,
i9_c0,0.8864,0.8141,0.8864,0.814
i9_c1,0.8762,0.8129,0.8762,0.8124
i9_g,0.8757,0.8387,,
