,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9054,0.8275,0.1568,0.1485
i0_c1,0.8838,0.8187,0.1498,0.1488
i0_g,0.1695,0.1555,,
i1_c0,0.8768,0.781,0.2236,0.2193
i1_c1,0.872,0.7841,0.2358,0.2271
i1_g,0.256,0.2534,,
i2_c0,0.8774,0.7935,0.274,0.2721
i2_c1,0.8678,0.7904,0.2886,0.2843
i2_g,0.3306,0.3266,,
i3_c0,0.883,0.79,0.2406,0.2378
i3_c1,0.8786,0.7953,0.291,0.2779
i3_g,0.2944,0.2927,,
i4_c0,0.883,0.7971,0.2808,0.2733
i4_c1,0.87,0.7934,0.2866,0.2863
i4_g,0.3239,0.319,,
i5_c0,0.8802,0.7959,0.3112,0.3097
i5_c1,0.877,0.7927,0.3022,0.29
i5_g,0.3516,0.3517,,
i6_c0,0.89,0.7993,0.3094,0.3041
i6_c1,0.8848,0.8023,0.2664,0.2724
i6_g,0.3104,0.3177,,
i7_c0,0.882,0.7978,0.3676,0.3675
i7_c1,0.8754,0.7917,0.339,0.3398
i7_g,0.409,0.4069,,
i8_c0,0.8876,0.7954,0.3246,0.3248
i8_c1,0.8714,0.7989,0.3524,0.355
i8_g,0.3863,0.3841,,
i9_c0,0.8868,0.7989,0.3612,0.3513
i9_c1,0.8698,0.7978,0.3636,0.3638
i9_g,0.416,0.4144,,
