,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.786,0.7223,0.7778,0.7142
i0_c1,0.7778,0.7197,0.7724,0.7145
i0_g,0.7964,0.7515,,
i1_c0,0.8342,0.7665,0.8312,0.7611
i1_c1,0.8102,0.7572,0.8062,0.7547
i1_g,0.8283,0.7962,,
i2_c0,0.8376,0.7766,0.8334,0.7768
i2_c1,0.8296,0.7833,0.8306,0.7803
i2_g,0.8432,0.8064,,
i3_c0,0.854,0.7876,0.8478,0.7881
i3_c1,0.8496,0.7954,0.848,0.7958
i3_g,0.8545,0.8187,,
i4_c0,0.8704,0.8018,0.8688,0.7991
i4_c1,0.8552,0.7982,0.852,0.793
i4_g,0.8638,0.8242,,
i5_c0,0.8656,0.7964,0.8612,0.7884
i5_c1,0.8526,0.7934,0.8522,0.7904
i5_g,0.8608,0.8212,,
i6_c0,0.8604,0.793,0.8552,0.7911
i6_c1,0.8622,0.8035,0.8588,0.8013
i6_g,0.8639,0.8279,,
i7_c0,0.8768,0.813,0.8702,0.8104
i7_c1,0.861,0.797,0.855,0.797
i7_g,0.8669,0.8308,,
i8_c0,0.8772,0.808,0.8776,0.8069
i8_c1,0.8682,0.8061,0.8624,0.8051
i8_g,0.8691,0.8292,,
i9_c0,0.8728,0.796,0.8672,0.793
i9_c1,0.8536,0.8024,0.8542,0.8016
i9_g,0.8576,0.8203,,
