,train_acc,test_acc,train_acc_outDP,test_acc_out_DP,it,client,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
i0_c0.npy,0.9536,0.5726,0.9472,0.57,0,c0,0.6849333333333333,0.0025888650451930052,0.6228477962712824,0.0025179415834617755,0.9381333333333334,0.027429100523997423
i0_c1.npy,0.96,0.5644,0.96,0.5623,0,c1,0.7069333333333333,0.005259488779550925,0.6408243327967512,0.001248103610936918,0.9418666666666665,0.02981423969999722
i0_c2.npy,0.9648,0.5617,0.9696,0.5618,0,c2,0.6925333333333334,0.0027194770739161606,0.6260435801515692,0.0063887481466903435,0.9575999999999999,0.023255106965997818
i0_c3.npy,0.9392,0.5738,0.9392,0.5762,0,c3,0.6789333333333333,0.0011925695879998804,0.6195236894075956,0.006193377692215516,0.9290666666666668,0.02981423969999718
i0_c4.npy,0.9568,0.5725,0.9536,0.5719,0,c4,0.7045333333333335,0.005962847939999445,0.6389889145545254,0.0010872673877241363,0.9405333333333333,0.03279566366999695
i0_c5.npy,0.9664,0.5642,0.9648,0.5628,0,c5,0.702,0.0008944271909999415,0.6349237780587575,0.004513138561226837,0.9514666666666666,0.02767686559003547
i0_c6.npy,0.9584,0.5412,0.96,0.5426,0,c6,0.7070666666666668,0.0017537261917287574,0.6402141627795506,0.004594989498326064,0.9464,0.030410524493997147
i0_c7.npy,0.9488,0.5786,0.952,0.5749,0,c7,0.6835999999999999,0.007343023900274331,0.6208059997507741,0.0003125482304568963,0.9434666666666667,0.03696965722799651
i0_c8.npy,0.9312,0.5618,0.9344,0.5634,0,c8,0.6785333333333332,0.006857275130999344,0.6203004595263345,0.00013436958507422766,0.9205333333333333,0.03458451805199679
i0_c9.npy,0.9504,0.5583,0.9456,0.5576,0,c9,0.6913333333333332,0.006152145064031654,0.630450004629097,0.0023655746224655497,0.9253333333333332,0.041739935579996064
i0_c10.npy,0.9712,0.5306,0.9664,0.529,0,c10,0.7088,0.003577708763999684,0.6396210589832554,0.0017027713305806137,0.9568,0.025043961347997617
i0_c11.npy,0.944,0.5861,0.9424,0.5842,0,c11,0.6889333333333334,0.005068420748999544,0.6276498569889452,0.001593247917960288,0.9293333333333332,0.03351629785973117
i0_c12.npy,0.9632,0.5735,0.9584,0.5731,0,c12,0.6814666666666667,0.0014173527750312872,0.6196142733791267,0.004163301073076513,0.9410666666666666,0.03160309408199706
i0_c13.npy,0.9504,0.5594,0.9552,0.5582,0,c13,0.7061333333333333,0.007779174477767922,0.6413317697127748,0.0006769932601555554,0.9354666666666667,0.03696965722799651
