,train_acc,test_acc
i0_c0,0.6168,0.5192
i0_c1,0.584,0.5163
i0_c2,0.5984,0.5091
i0_c3,0.584,0.5091
i0_g,0.6693,0.6419
i1_c0,0.6284,0.5523
i1_c1,0.6088,0.5446
i1_c2,0.6224,0.5388
i1_c3,0.608,0.5348
i1_g,0.7101,0.6806
i2_c0,0.6488,0.5716
i2_c1,0.6528,0.5659
i2_c2,0.6444,0.5618
i2_c3,0.6188,0.5726
i2_g,0.7251,0.6916
i3_c0,0.6604,0.5751
i3_c1,0.6812,0.6023
i3_c2,0.6788,0.5924
i3_c3,0.6584,0.5959
i3_g,0.7323,0.7104
i4_c0,0.6796,0.5977
i4_c1,0.668,0.6055
i4_c2,0.6652,0.603
i4_c3,0.6772,0.607
i4_g,0.7433,0.7154
i5_c0,0.7004,0.6003
i5_c1,0.6812,0.6057
i5_c2,0.6796,0.6001
i5_c3,0.6836,0.6154
i5_g,0.7565,0.7162
i6_c0,0.702,0.6139
i6_c1,0.7016,0.6063
i6_c2,0.6804,0.6234
i6_c3,0.682,0.6077
i6_g,0.7586,0.7229
i7_c0,0.7136,0.6152
i7_c1,0.7064,0.6347
i7_c2,0.694,0.6281
i7_c3,0.7008,0.6206
i7_g,0.7749,0.7361
i8_c0,0.708,0.6374
i8_c1,0.714,0.6235
i8_c2,0.7152,0.6362
i8_c3,0.6984,0.6315
i8_g,0.7665,0.7343
i9_c0,0.712,0.6373
i9_c1,0.7176,0.6435
i9_c2,0.7176,0.6252
i9_c3,0.7172,0.636
i9_g,0.7782,0.7442
