,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9544,0.7098,0.4768,0.4209
i0_c1,0.9488,0.7055,0.4672,0.4338
i0_c2,0.9504,0.7033,0.4096,0.3834
i0_c3,0.956,0.7031,0.3976,0.3793
i0_c4,0.9312,0.7104,0.448,0.4235
i0_c5,0.944,0.7081,0.444,0.4061
i0_c6,0.936,0.6986,0.4088,0.3837
i0_c7,0.952,0.7388,0.4592,0.4296
i0_g,0.616,0.6058,,
i1_c0,0.9752,0.7229,0.4616,0.4055
i1_c1,0.9552,0.719,0.4064,0.4014
i1_c2,0.9632,0.7168,0.4336,0.4046
i1_c3,0.968,0.7121,0.444,0.4017
i1_c4,0.9496,0.7224,0.4208,0.3924
i1_c5,0.9536,0.7247,0.4784,0.4362
i1_c6,0.9544,0.721,0.468,0.4199
i1_c7,0.9536,0.7426,0.4744,0.4524
i1_g,0.6336,0.6155,,
i2_c0,0.9776,0.7346,0.5024,0.4569
i2_c1,0.9576,0.7239,0.46,0.4143
i2_c2,0.9696,0.7248,0.4912,0.4578
i2_c3,0.9704,0.7169,0.484,0.4467
i2_c4,0.9536,0.732,0.48,0.4358
i2_c5,0.952,0.7341,0.4672,0.4354
i2_c6,0.9632,0.7225,0.5008,0.4615
i2_c7,0.9576,0.7543,0.4456,0.4065
i2_g,0.6414,0.6307,,
i3_c0,0.9744,0.7366,0.4816,0.4397
i3_c1,0.9512,0.7203,0.5088,0.4712
i3_c2,0.9616,0.7192,0.468,0.4298
i3_c3,0.964,0.725,0.4544,0.4287
i3_c4,0.9448,0.7237,0.4448,0.4434
i3_c5,0.96,0.7329,0.48,0.4405
i3_c6,0.9584,0.7224,0.4936,0.4312
i3_c7,0.9672,0.7534,0.4624,0.4396
i3_g,0.6719,0.6595,,
i4_c0,0.9752,0.7419,0.4624,0.4386
i4_c1,0.9624,0.7307,0.532,0.4705
i4_c2,0.9704,0.7242,0.4664,0.4469
i4_c3,0.9648,0.7205,0.4912,0.4324
i4_c4,0.9568,0.7342,0.4768,0.4305
i4_c5,0.9688,0.7341,0.4672,0.4208
i4_c6,0.9648,0.7277,0.5056,0.4511
i4_c7,0.9608,0.7557,0.4736,0.4579
i4_g,0.6801,0.6591,,
i5_c0,0.9808,0.7356,0.4688,0.4259
i5_c1,0.9704,0.7291,0.4944,0.4549
i5_c2,0.968,0.7251,0.4784,0.4521
i5_c3,0.9744,0.7208,0.46,0.4016
i5_c4,0.9568,0.7327,0.4728,0.4431
i5_c5,0.9608,0.7365,0.508,0.4597
i5_c6,0.964,0.7215,0.4376,0.4338
i5_c7,0.9632,0.7586,0.4632,0.4441
i5_g,0.6696,0.6437,,
i6_c0,0.9808,0.7399,0.496,0.4456
i6_c1,0.9664,0.7343,0.508,0.4502
i6_c2,0.9672,0.7219,0.496,0.4707
i6_c3,0.9728,0.7247,0.4696,0.4323
i6_c4,0.9584,0.7339,0.4616,0.4159
i6_c5,0.9616,0.7355,0.4368,0.4139
i6_c6,0.9568,0.7243,0.4576,0.426
i6_c7,0.9568,0.7538,0.4744,0.4412
i6_g,0.6503,0.6294,,
i7_c0,0.9744,0.7393,0.4872,0.4449
i7_c1,0.956,0.7223,0.4728,0.4393
i7_c2,0.9696,0.7247,0.4592,0.4265
i7_c3,0.972,0.7241,0.4912,0.4438
i7_c4,0.9512,0.731,0.4808,0.4648
i7_c5,0.9616,0.7351,0.4624,0.4255
i7_c6,0.9592,0.7243,0.4976,0.4576
i7_c7,0.9568,0.7577,0.4496,0.4285
i7_g,0.6331,0.6317,,
i8_c0,0.9792,0.7372,0.4968,0.4667
i8_c1,0.9672,0.7246,0.4912,0.4499
i8_c2,0.968,0.7275,0.4696,0.4264
i8_c3,0.9728,0.7224,0.5048,0.4432
i8_c4,0.9552,0.7337,0.4792,0.4331
i8_c5,0.9632,0.7371,0.492,0.4678
i8_c6,0.9704,0.727,0.5264,0.4549
i8_c7,0.9616,0.7539,0.4848,0.4605
i8_g,0.6812,0.6629,,
i9_c0,0.9824,0.7413,0.4544,0.4031
i9_c1,0.9648,0.7243,0.484,0.4541
i9_c2,0.968,0.7236,0.4736,0.4481
i9_c3,0.9696,0.7184,0.5192,0.4695
i9_c4,0.9488,0.7332,0.48,0.4382
i9_c5,0.9552,0.7408,0.5008,0.4666
i9_c6,0.9552,0.7252,0.456,0.4057
i9_c7,0.9648,0.7529,0.4744,0.4343
i9_g,0.6651,0.6417,,
