,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.869,0.8068,0.8684,0.8068
i0_c1,0.8668,0.8041,0.8666,0.8027
i0_g,0.8671,0.8311,,
i1_c0,0.8872,0.8182,0.889,0.8184
i1_c1,0.869,0.814,0.8688,0.8142
i1_g,0.8746,0.841,,
i2_c0,0.886,0.8186,0.8864,0.8186
i2_c1,0.8784,0.8213,0.8786,0.8223
i2_g,0.8808,0.8439,,
i3_c0,0.8804,0.8077,0.8814,0.8079
i3_c1,0.878,0.8156,0.8776,0.8158
i3_g,0.8794,0.8381,,
i4_c0,0.8874,0.805,0.8878,0.804
i4_c1,0.8722,0.8134,0.8716,0.8132
i4_g,0.871,0.8355,,
i5_c0,0.8806,0.8099,0.8802,0.8096
i5_c1,0.8768,0.81,0.8772,0.81
i5_g,0.8733,0.8321,,
i6_c0,0.8782,0.8096,0.8784,0.8101
i6_c1,0.877,0.8117,0.8778,0.8106
i6_g,0.8779,0.8404,,
i7_c0,0.8818,0.8086,0.881,0.8094
i7_c1,0.8786,0.8156,0.8794,0.8152
i7_g,0.8785,0.8399,,
i8_c0,0.8826,0.811,0.8832,0.8114
i8_c1,0.8788,0.8153,0.8794,0.8146
i8_g,0.8779,0.8374,,
i9_c0,0.8832,0.8185,0.8836,0.8183
i9_c1,0.8824,0.8187,0.8834,0.8188
i9_g,0.8772,0.8391,,
