,train_acc,test_acc
i0_c0,0.3782051282051282,0.0649
i0_c1,0.3333333333333333,0.053
i0_c2,0.2724358974358974,0.0442
i0_c3,0.4198717948717949,0.0681
i0_c4,0.34615384615384615,0.0525
i0_c5,0.3333333333333333,0.0453
i0_c6,0.28205128205128205,0.0375
i0_c7,0.4775641025641026,0.0583
i0_c8,0.4166666666666667,0.0584
i0_c9,0.36217948717948717,0.0538
i0_c10,0.41346153846153844,0.0605
i0_c11,0.44551282051282054,0.0641
i0_c12,0.3974358974358974,0.0675
i0_c13,0.27884615384615385,0.0624
i0_c14,0.391025641025641,0.0571
i0_c15,0.4326923076923077,0.0571
i0_c16,0.4166666666666667,0.0635
i0_c17,0.4230769230769231,0.0603
i0_c18,0.4326923076923077,0.065
i0_c19,0.4423076923076923,0.0605
i0_c20,0.2948717948717949,0.0389
i0_c21,0.3141025641025641,0.0583
i0_c22,0.36217948717948717,0.0536
i0_c23,0.3173076923076923,0.0702
i0_c24,0.23397435897435898,0.0426
i0_c25,0.3782051282051282,0.0527
i0_c26,0.32371794871794873,0.0561
i0_c27,0.40384615384615385,0.0685
i0_c28,0.28205128205128205,0.0343
i0_c29,0.41346153846153844,0.0734
i0_c30,0.33653846153846156,0.0423
i0_c31,0.4166666666666667,0.0512
i0_g,0.0406,0.033
i1_c0,0.47435897435897434,0.0868
i1_c1,0.4230769230769231,0.0767
i1_c2,0.32371794871794873,0.0604
i1_c3,0.47115384615384615,0.0775
i1_c4,0.4198717948717949,0.0798
i1_c5,0.4391025641025641,0.0726
i1_c6,0.3717948717948718,0.065
i1_c7,0.5416666666666666,0.0895
i1_c8,0.44551282051282054,0.1047
i1_c9,0.41025641025641024,0.0743
i1_c10,0.5384615384615384,0.1032
i1_c11,0.4551282051282051,0.0883
i1_c12,0.5,0.0912
i1_c13,0.33974358974358976,0.0891
i1_c14,0.5512820512820513,0.0805
i1_c15,0.483974358974359,0.1056
i1_c16,0.4807692307692308,0.0965
i1_c17,0.4967948717948718,0.0876
i1_c18,0.5160256410256411,0.095
i1_c19,0.5512820512820513,0.0947
i1_c20,0.3685897435897436,0.0632
i1_c21,0.4358974358974359,0.0742
i1_c22,0.4583333333333333,0.0707
i1_c23,0.34615384615384615,0.0857
i1_c24,0.358974358974359,0.0681
i1_c25,0.46153846153846156,0.0787
i1_c26,0.3685897435897436,0.07
i1_c27,0.47115384615384615,0.0997
i1_c28,0.3076923076923077,0.0503
i1_c29,0.483974358974359,0.087
i1_c30,0.49038461538461536,0.0874
i1_c31,0.48717948717948717,0.0919
i1_g,0.0976,0.0825
i2_c0,0.5160256410256411,0.1254
i2_c1,0.5128205128205128,0.1116
i2_c2,0.48717948717948717,0.0939
i2_c3,0.5064102564102564,0.1207
i2_c4,0.5160256410256411,0.1104
i2_c5,0.4967948717948718,0.1043
i2_c6,0.4967948717948718,0.1021
i2_c7,0.5512820512820513,0.1219
i2_c8,0.5160256410256411,0.1346
i2_c9,0.4807692307692308,0.1008
i2_c10,0.5576923076923077,0.1324
i2_c11,0.5673076923076923,0.123
i2_c12,0.4935897435897436,0.1185
i2_c13,0.41346153846153844,0.1012
i2_c14,0.5544871794871795,0.1109
i2_c15,0.5544871794871795,0.1199
i2_c16,0.5544871794871795,0.1282
i2_c17,0.5512820512820513,0.1239
i2_c18,0.5576923076923077,0.1304
i2_c19,0.6282051282051282,0.1382
i2_c20,0.48717948717948717,0.092
i2_c21,0.4807692307692308,0.099
i2_c22,0.4423076923076923,0.0956
i2_c23,0.38782051282051283,0.0925
i2_c24,0.3717948717948718,0.0859
i2_c25,0.4519230769230769,0.1099
i2_c26,0.483974358974359,0.0981
i2_c27,0.5,0.1318
i2_c28,0.5160256410256411,0.0941
i2_c29,0.5288461538461539,0.1198
i2_c30,0.5993589743589743,0.1143
i2_c31,0.5192307692307693,0.1155
i2_g,0.1549,0.1263
i3_c0,0.5224358974358975,0.1425
i3_c1,0.5352564102564102,0.1366
i3_c2,0.483974358974359,0.1064
i3_c3,0.532051282051282,0.1418
i3_c4,0.5512820512820513,0.1203
i3_c5,0.5,0.1136
i3_c6,0.47435897435897434,0.1137
i3_c7,0.6217948717948718,0.1426
i3_c8,0.5961538461538461,0.168
i3_c9,0.5192307692307693,0.1091
i3_c10,0.6121794871794872,0.16
i3_c11,0.5833333333333334,0.1457
i3_c12,0.5352564102564102,0.1403
i3_c13,0.4519230769230769,0.1272
i3_c14,0.6474358974358975,0.1346
i3_c15,0.6217948717948718,0.1626
i3_c16,0.6153846153846154,0.17
i3_c17,0.6282051282051282,0.1644
i3_c18,0.5705128205128205,0.1582
i3_c19,0.6121794871794872,0.1627
i3_c20,0.5512820512820513,0.1211
i3_c21,0.5673076923076923,0.1464
i3_c22,0.5128205128205128,0.1224
i3_c23,0.44871794871794873,0.117
i3_c24,0.4551282051282051,0.1135
i3_c25,0.5769230769230769,0.1242
i3_c26,0.4775641025641026,0.1158
i3_c27,0.5128205128205128,0.1607
i3_c28,0.5,0.1172
i3_c29,0.6057692307692307,0.1501
i3_c30,0.625,0.1463
i3_c31,0.5769230769230769,0.1548
i3_g,0.207,0.1639
i4_c0,0.5641025641025641,0.1753
i4_c1,0.5608974358974359,0.1576
i4_c2,0.5032051282051282,0.1209
i4_c3,0.6057692307692307,0.1678
i4_c4,0.592948717948718,0.1544
i4_c5,0.5737179487179487,0.1446
i4_c6,0.5897435897435898,0.1478
i4_c7,0.6506410256410257,0.1617
i4_c8,0.6025641025641025,0.1762
i4_c9,0.5769230769230769,0.1368
i4_c10,0.6089743589743589,0.1736
i4_c11,0.6442307692307693,0.1745
i4_c12,0.5833333333333334,0.1591
i4_c13,0.5032051282051282,0.1397
i4_c14,0.6923076923076923,0.1672
i4_c15,0.6666666666666666,0.1977
i4_c16,0.6089743589743589,0.1849
i4_c17,0.6826923076923077,0.2054
i4_c18,0.5897435897435898,0.1812
i4_c19,0.6538461538461539,0.1787
i4_c20,0.5865384615384616,0.1425
i4_c21,0.5737179487179487,0.1518
i4_c22,0.5865384615384616,0.1585
i4_c23,0.4967948717948718,0.1241
i4_c24,0.48717948717948717,0.1261
i4_c25,0.6121794871794872,0.1664
i4_c26,0.5705128205128205,0.1448
i4_c27,0.5416666666666666,0.176
i4_c28,0.5865384615384616,0.1413
i4_c29,0.6410256410256411,0.1672
i4_c30,0.6602564102564102,0.1793
i4_c31,0.5769230769230769,0.1732
i4_g,0.25,0.1962
i5_c0,0.5897435897435898,0.194
i5_c1,0.6378205128205128,0.1924
i5_c2,0.6025641025641025,0.1527
i5_c3,0.6089743589743589,0.179
i5_c4,0.657051282051282,0.1754
i5_c5,0.6506410256410257,0.1769
i5_c6,0.6089743589743589,0.1638
i5_c7,0.6826923076923077,0.1931
i5_c8,0.6474358974358975,0.1986
i5_c9,0.6025641025641025,0.1454
i5_c10,0.6217948717948718,0.1821
i5_c11,0.6506410256410257,0.1882
i5_c12,0.6185897435897436,0.1774
i5_c13,0.5544871794871795,0.1616
i5_c14,0.7083333333333334,0.2015
i5_c15,0.6538461538461539,0.208
i5_c16,0.6538461538461539,0.2058
i5_c17,0.6826923076923077,0.2157
i5_c18,0.6378205128205128,0.2027
i5_c19,0.7019230769230769,0.2151
i5_c20,0.6442307692307693,0.1811
i5_c21,0.6282051282051282,0.1778
i5_c22,0.5897435897435898,0.1583
i5_c23,0.5384615384615384,0.1403
i5_c24,0.5192307692307693,0.1423
i5_c25,0.6378205128205128,0.1947
i5_c26,0.6153846153846154,0.1632
i5_c27,0.5641025641025641,0.1779
i5_c28,0.6217948717948718,0.1884
i5_c29,0.625,0.1844
i5_c30,0.6826923076923077,0.1883
i5_c31,0.6282051282051282,0.198
i5_g,0.2903,0.2229
i6_c0,0.6025641025641025,0.2021
i6_c1,0.6602564102564102,0.1842
i6_c2,0.6153846153846154,0.1583
i6_c3,0.6923076923076923,0.2075
i6_c4,0.6698717948717948,0.1927
i6_c5,0.6089743589743589,0.176
i6_c6,0.6314102564102564,0.1828
i6_c7,0.6698717948717948,0.2019
i6_c8,0.6346153846153846,0.2054
i6_c9,0.6378205128205128,0.162
i6_c10,0.6891025641025641,0.2137
i6_c11,0.657051282051282,0.2082
i6_c12,0.6506410256410257,0.2049
i6_c13,0.5801282051282052,0.1753
i6_c14,0.717948717948718,0.2047
i6_c15,0.6794871794871795,0.2205
i6_c16,0.6923076923076923,0.2319
i6_c17,0.6955128205128205,0.2367
i6_c18,0.6538461538461539,0.2268
i6_c19,0.6698717948717948,0.2226
i6_c20,0.6858974358974359,0.2028
i6_c21,0.6506410256410257,0.2002
i6_c22,0.6378205128205128,0.1874
i6_c23,0.532051282051282,0.1558
i6_c24,0.5480769230769231,0.1656
i6_c25,0.7147435897435898,0.2174
i6_c26,0.6282051282051282,0.1702
i6_c27,0.6378205128205128,0.197
i6_c28,0.6474358974358975,0.1909
i6_c29,0.6506410256410257,0.2012
i6_c30,0.7147435897435898,0.2234
i6_c31,0.6506410256410257,0.2032
i6_g,0.3263,0.2427
i7_c0,0.657051282051282,0.2232
i7_c1,0.6538461538461539,0.2179
i7_c2,0.6410256410256411,0.1779
i7_c3,0.6955128205128205,0.2128
i7_c4,0.6826923076923077,0.2039
i7_c5,0.6410256410256411,0.2093
i7_c6,0.6506410256410257,0.1946
i7_c7,0.7435897435897436,0.2397
i7_c8,0.6378205128205128,0.2206
i7_c9,0.6826923076923077,0.1837
i7_c10,0.6923076923076923,0.2149
i7_c11,0.6891025641025641,0.2131
i7_c12,0.6730769230769231,0.2115
i7_c13,0.5897435897435898,0.1875
i7_c14,0.7692307692307693,0.2378
i7_c15,0.7115384615384616,0.2398
i7_c16,0.6923076923076923,0.2579
i7_c17,0.7147435897435898,0.2654
i7_c18,0.7403846153846154,0.2472
i7_c19,0.7564102564102564,0.2583
i7_c20,0.7051282051282052,0.221
i7_c21,0.7083333333333334,0.2365
i7_c22,0.6538461538461539,0.2074
i7_c23,0.5897435897435898,0.1806
i7_c24,0.6410256410256411,0.1849
i7_c25,0.6826923076923077,0.2238
i7_c26,0.6314102564102564,0.1947
i7_c27,0.6442307692307693,0.2199
i7_c28,0.6666666666666666,0.2165
i7_c29,0.6826923076923077,0.225
i7_c30,0.7339743589743589,0.2341
i7_c31,0.6858974358974359,0.2188
i7_g,0.3606,0.2672
i8_c0,0.6730769230769231,0.2393
i8_c1,0.6698717948717948,0.2237
i8_c2,0.6666666666666666,0.1883
i8_c3,0.7019230769230769,0.2291
i8_c4,0.7147435897435898,0.2316
i8_c5,0.6762820512820513,0.2292
i8_c6,0.7083333333333334,0.2186
