,train_acc,test_acc
i0_c0,0.865,0.7896
i0_c1,0.8518,0.7802
i0_g,0.845,0.8094
i1_c0,0.8866,0.8101
i1_c1,0.8802,0.8094
i1_g,0.8699,0.8306
i2_c0,0.8958,0.8198
i2_c1,0.889,0.816
i2_g,0.8758,0.8372
i3_c0,0.898,0.8213
i3_c1,0.893,0.8257
i3_g,0.8789,0.8393
i4_c0,0.9028,0.8252
i4_c1,0.8948,0.8237
i4_g,0.881,0.8435
i5_c0,0.9012,0.8228
i5_c1,0.897,0.8238
i5_g,0.8859,0.8404
i6_c0,0.906,0.8206
i6_c1,0.9022,0.8289
i6_g,0.8856,0.8461
i7_c0,0.9062,0.8255
i7_c1,0.9006,0.8298
i7_g,0.8883,0.8449
i8_c0,0.908,0.8265
i8_c1,0.8986,0.8274
i8_g,0.8912,0.8455
i9_c0,0.9072,0.8269
i9_c1,0.899,0.8303
i9_g,0.8901,0.8477
