,train_acc,test_acc
i0_c0,0.7672,0.6254
i0_c1,0.7584,0.6253
i0_c2,0.7612,0.6246
i0_c3,0.7508,0.6368
i0_g,0.7154,0.6741
i1_c0,0.8232,0.6783
i1_c1,0.8088,0.6738
i1_c2,0.8044,0.6734
i1_c3,0.7992,0.6973
i1_g,0.7652,0.7287
i2_c0,0.8528,0.7136
i2_c1,0.8344,0.7086
i2_c2,0.834,0.7088
i2_c3,0.8288,0.7227
i2_g,0.7935,0.7565
i3_c0,0.8612,0.7333
i3_c1,0.8592,0.7274
i3_c2,0.8492,0.727
i3_c3,0.8412,0.7445
i3_g,0.8143,0.7749
i4_c0,0.8828,0.7548
i4_c1,0.8636,0.7403
i4_c2,0.864,0.7429
i4_c3,0.8556,0.7559
i4_g,0.833,0.7883
i5_c0,0.8832,0.7606
i5_c1,0.8772,0.7519
i5_c2,0.8736,0.7528
i5_c3,0.8628,0.7691
i5_g,0.8376,0.7997
i6_c0,0.8952,0.7684
i6_c1,0.884,0.764
i6_c2,0.8852,0.7667
i6_c3,0.8784,0.7712
i6_g,0.8467,0.8068
i7_c0,0.8996,0.7682
i7_c1,0.8904,0.7639
i7_c2,0.886,0.7706
i7_c3,0.8812,0.7791
i7_g,0.8544,0.8105
i8_c0,0.9084,0.7807
i8_c1,0.8928,0.774
i8_c2,0.8924,0.7797
i8_c3,0.8792,0.7861
i8_g,0.8562,0.8167
i9_c0,0.902,0.7882
i9_c1,0.8908,0.775
i9_c2,0.8952,0.782
i9_c3,0.8896,0.7915
i9_g,0.8614,0.8195
