,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8988,0.8262,0.1038,0.106
i0_c1,0.8904,0.8206,0.1172,0.1171
i0_g,0.108,0.1104,,
i1_c0,0.2164,0.2167,0.155,0.1595
i1_c1,0.2188,0.2136,0.1742,0.1677
i1_g,0.1723,0.1731,,
i2_c0,0.239,0.2329,0.1762,0.1774
i2_c1,0.2522,0.2346,0.2216,0.2111
i2_g,0.2077,0.205,,
i3_c0,0.2562,0.2604,0.257,0.2377
i3_c1,0.2692,0.2616,0.2364,0.2226
i3_g,0.2659,0.2554,,
i4_c0,0.2996,0.2813,0.2384,0.237
i4_c1,0.2958,0.2837,0.2634,0.255
i4_g,0.2661,0.2558,,
i5_c0,0.298,0.2835,0.2598,0.2541
i5_c1,0.3,0.2834,0.2272,0.2274
i5_g,0.2589,0.2533,,
i6_c0,0.2866,0.2865,0.2662,0.2538
i6_c1,0.2954,0.2837,0.2606,0.2519
i6_g,0.2743,0.2735,,
i7_c0,0.3008,0.2988,0.2718,0.2621
i7_c1,0.303,0.299,0.2532,0.2476
i7_g,0.2767,0.2703,,
i8_c0,0.3018,0.2939,0.2616,0.2594
i8_c1,0.305,0.2944,0.2924,0.2819
i8_g,0.2901,0.2819,,
i9_c0,0.3076,0.2984,0.2628,0.2539
i9_c1,0.3168,0.2977,0.2934,0.2846
i9_g,0.2926,0.283,,
