,train_acc,test_acc
i0_c0,0.7592,0.6869
i0_c1,0.7632,0.6891
i0_g,0.7477,0.7125
i1_c0,0.8246,0.7469
i1_c1,0.8184,0.7505
i1_g,0.8095,0.7696
i2_c0,0.8488,0.7702
i2_c1,0.842,0.7695
i2_g,0.8336,0.7928
i3_c0,0.8646,0.7913
i3_c1,0.857,0.7905
i3_g,0.8518,0.813
i4_c0,0.8714,0.8006
i4_c1,0.865,0.802
i4_g,0.8576,0.8197
i5_c0,0.8828,0.8084
i5_c1,0.8732,0.8066
i5_g,0.8647,0.8267
i6_c0,0.8828,0.8094
i6_c1,0.8758,0.8141
i6_g,0.8733,0.8284
i7_c0,0.8856,0.817
i7_c1,0.8788,0.8194
i7_g,0.8761,0.8362
i8_c0,0.89,0.8191
i8_c1,0.887,0.8229
i8_g,0.8789,0.8374
i9_c0,0.8918,0.8245
i9_c1,0.8898,0.8249
i9_g,0.883,0.8409
