,train_acc,test_acc,it,client,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
i0_c0.npy,0.0144,0.0175,0,c0,0.5097333333333334,0.00523407638037079,0.5204522022441783,0.01224649971381966,0.28586666666666666,0.08645265884992907
i0_c1.npy,0.0144,0.0126,0,c1,0.49333333333333335,0.009596295581571495,0.49093342006393903,0.01899792544000383,0.31839999999999996,0.1679415771431641
i0_c2.npy,0.008,0.0073,0,c2,0.49466666666666664,0.004902607016226746,0.4906363797471516,0.009588717737697193,0.2778666666666667,0.10117882958186242
i0_c3.npy,0.0112,0.0128,0,c3,0.4958666666666667,0.011289326325733028,0.49796593298357444,0.01432447038979396,0.37599999999999995,0.13894536096370164
i0_c4.npy,0.008,0.0091,0,c4,0.5025333333333334,0.006683977525063607,0.5024393256957159,0.008630046404696078,0.4080000000000001,0.13142095216009764
i0_c5.npy,0.0176,0.0144,0,c5,0.4937333333333333,0.0008537498983243682,0.48607051844392596,0.004169157951974177,0.2336,0.0595950780965453
i0_c6.npy,0.0144,0.0128,0,c6,0.5030666666666667,0.003930507459462302,0.5061400651269446,0.014742615900132709,0.21013333333333337,0.13087982613408716
i0_c7.npy,0.0096,0.0089,0,c7,0.5099999999999999,0.008102674455593881,0.51539916981627,0.009613846077472392,0.2984,0.12774892041292038
i0_c8.npy,0.0224,0.01,0,c8,0.5072,0.010841894053469938,0.5118111974665637,0.01718055754413902,0.3290666666666667,0.176299543076234
i0_c9.npy,0.0096,0.0077,0,c9,0.5058666666666667,0.017372263973229163,0.5147927132332887,0.03396330777529944,0.30506666666666665,0.11494663496113701
i0_c10.npy,0.0176,0.0139,0,c10,0.5028,0.0056332347131407,0.5036495541524454,0.009151366645732776,0.3389333333333333,0.09997724185477858
i0_c11.npy,0.0128,0.0107,0,c11,0.5008,0.011999999999999995,0.4998153842980022,0.02702866472178901,0.2242666666666667,0.07737240392342021
i0_c12.npy,0.0112,0.008,0,c12,0.5070666666666667,0.013921047214759221,0.5037052065888251,0.01867792433924463,0.34640000000000004,0.18347693769699414
i0_c13.npy,0.0176,0.0116,0,c13,0.5094666666666667,0.011251469039887895,0.528918028016125,0.0318512788392001,0.252,0.11639656352315561
i0_c14.npy,0.0128,0.011,0,c14,0.5044000000000001,0.013272528018429656,0.5043251115177513,0.020456853730680024,0.276,0.1281357613366906
i0_c15.npy,0.0128,0.0084,0,c15,0.5021333333333333,0.005799616845581759,0.5059600401795016,0.013783038511812775,0.24213333333333334,0.049321079559240075
i0_g.npy,0.0132,0.0114,0,g,0.5024416666666667,0.0044588317478410685,0.501923031228821,0.007097975639844357,0.2369,0.17631480368931024
i1_c0.npy,0.0112,0.0128,1,c0,0.5032,0.011152279288707451,0.5113558583005459,0.02142238241864,0.2936,0.12215574757933687
i1_c1.npy,0.008,0.0133,1,c1,0.5097333333333334,0.01219763182844203,0.5203918333063241,0.023770849263143497,0.3194666666666667,0.11479434751860484
i1_c2.npy,0.0112,0.0151,1,c2,0.5083999999999999,0.0075436507519016805,0.5201631904277634,0.021286197928676406,0.23546666666666669,0.07635100232187889
i1_c3.npy,0.0176,0.0139,1,c3,0.5035999999999999,0.010000000000000002,0.5060636766352405,0.015905955048366848,0.3098666666666667,0.1159297871798079
i1_c4.npy,0.0016,0.011,1,c4,0.5081333333333332,0.014790387268613196,0.5163290128621646,0.028902605796676407,0.3277333333333333,0.10117355824961821
i1_c5.npy,0.0096,0.0121,1,c5,0.5053333333333333,0.009199033765685519,0.5058916193329044,0.022742424600862825,0.2512,0.11548113843105866
i1_c6.npy,0.0176,0.0099,1,c6,0.4998666666666667,0.009276972686292774,0.5027257260149397,0.021995888001232217,0.20026666666666662,0.07494661803947897
i1_c7.npy,0.0192,0.0169,1,c7,0.49933333333333324,0.010953639679221807,0.49788616418409415,0.021986736524904092,0.23653333333333335,0.0795368817314053
i1_c8.npy,0.0112,0.011,1,c8,0.49520000000000003,0.006416645021608504,0.4932864714602543,0.012032370233172775,0.33546666666666664,0.11324514215727854
i1_c9.npy,0.0048,0.0064,1,c9,0.5022666666666668,0.009515367687179624,0.5030472918021004,0.018026481976946857,0.27040000000000003,0.10992749125370473
i1_c10.npy,0.0128,0.01,1,c10,0.5022666666666668,0.011241984799056718,0.5042485543303682,0.01821274877899373,0.3874666666666666,0.15126394885174133
i1_c11.npy,0.0176,0.0097,1,c11,0.5004,0.009211586906355132,0.5023749071001935,0.014814649837479762,0.30506666666666665,0.09523099402097104
i1_c12.npy,0.0144,0.0118,1,c12,0.5032,0.01582571746662163,0.49907728348780794,0.024692633389533272,0.3549333333333333,0.14333599997519425
