,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9776,0.5903,0.1248,0.1363
i0_c1,0.9856,0.573,0.1168,0.1209
i0_c2,0.9872,0.5666,0.1232,0.1397
i0_c3,0.9744,0.5903,0.1552,0.1285
i0_c4,0.984,0.5828,0.1392,0.1675
i0_c5,0.9872,0.5776,0.1312,0.1339
i0_c6,0.9824,0.5563,0.1264,0.1248
i0_c7,0.9728,0.5833,0.2112,0.1908
i0_c8,0.976,0.5792,0.104,0.1274
i0_c9,0.9856,0.5694,0.1568,0.1533
i0_c10,0.9904,0.5436,0.144,0.124
i0_c11,0.9696,0.5954,0.1568,0.1304
i0_c12,0.9872,0.5835,0.136,0.144
i0_c13,0.984,0.5725,0.1552,0.1533
i0_c14,0.9696,0.6019,0.16,0.1646
i0_c15,0.9872,0.5693,0.1632,0.1706
i0_g,0.1682,0.1648,,
i1_c0,0.432,0.293,0.2256,0.1841
i1_c1,0.4032,0.2943,0.1616,0.1509
i1_c2,0.4368,0.293,0.1696,0.142
i1_c3,0.416,0.2819,0.1856,0.1683
i1_c4,0.424,0.2953,0.1584,0.1552
i1_c5,0.4032,0.2897,0.1904,0.1793
i1_c6,0.4416,0.2956,0.1408,0.1329
i1_c7,0.4336,0.2816,0.1984,0.1704
i1_c8,0.4288,0.2787,0.1904,0.1668
i1_c9,0.44,0.2922,0.1696,0.1747
i1_c10,0.4304,0.2922,0.1504,0.1322
i1_c11,0.4272,0.2916,0.1952,0.1723
i1_c12,0.432,0.2852,0.1792,0.1664
i1_c13,0.4144,0.2833,0.1472,0.1343
i1_c14,0.424,0.3013,0.1808,0.1787
i1_c15,0.432,0.2768,0.1904,0.163
i1_g,0.2232,0.2217,,
i2_c0,0.4608,0.3156,0.1872,0.1675
i2_c1,0.4208,0.3189,0.2144,0.1863
i2_c2,0.4656,0.3231,0.1696,0.1746
i2_c3,0.4464,0.324,0.1904,0.1853
i2_c4,0.4352,0.3151,0.2064,0.1645
i2_c5,0.4256,0.3188,0.2048,0.2004
i2_c6,0.4608,0.3159,0.1424,0.1454
