,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8544,0.7811,0.6882,0.6471
i0_c1,0.8492,0.7911,0.6732,0.6497
i0_g,0.7363,0.7074,,
i1_c0,0.87,0.797,0.7118,0.6611
i1_c1,0.8592,0.802,0.7044,0.6759
i1_g,0.753,0.7237,,
i2_c0,0.8824,0.8119,0.7482,0.712
i2_c1,0.8626,0.8053,0.711,0.6819
i2_g,0.7845,0.7572,,
i3_c0,0.8894,0.8204,0.7316,0.7029
i3_c1,0.8676,0.8058,0.7216,0.6966
i3_g,0.779,0.7541,,
i4_c0,0.8914,0.8162,0.753,0.7082
i4_c1,0.8774,0.8059,0.7256,0.6998
i4_g,0.7883,0.7642,,
i5_c0,0.8776,0.8124,0.7376,0.6989
i5_c1,0.8682,0.8128,0.739,0.7044
i5_g,0.7803,0.7596,,
i6_c0,0.8864,0.8066,0.7298,0.6794
i6_c1,0.877,0.8105,0.7364,0.6952
i6_g,0.7733,0.7504,,
i7_c0,0.8856,0.8168,0.7324,0.7011
i7_c1,0.8758,0.8073,0.7162,0.6885
i7_g,0.7787,0.761,,
i8_c0,0.8898,0.8168,0.7278,0.6898
i8_c1,0.874,0.8059,0.7326,0.6914
i8_g,0.7856,0.7554,,
i9_c0,0.8806,0.8069,0.7436,0.704
i9_c1,0.8778,0.8137,0.7208,0.6881
i9_g,0.7862,0.7599,,
