,train_acc,test_acc
i0_c0,0.8,0.7187
i0_c1,0.7882,0.7146
i0_g,0.7771,0.7413
i1_c0,0.8424,0.7672
i1_c1,0.8376,0.7639
i1_g,0.8317,0.7827
i2_c0,0.8676,0.7912
i2_c1,0.8628,0.7896
i2_g,0.85,0.8102
i3_c0,0.8728,0.8053
i3_c1,0.8684,0.8045
i3_g,0.8623,0.8225
i4_c0,0.8844,0.8118
i4_c1,0.8782,0.8141
i4_g,0.8699,0.8279
i5_c0,0.889,0.8174
i5_c1,0.8856,0.816
i5_g,0.8729,0.8322
i6_c0,0.895,0.821
i6_c1,0.8916,0.8246
i6_g,0.8787,0.8383
i7_c0,0.8966,0.8242
i7_c1,0.8928,0.8246
i7_g,0.8818,0.8411
i8_c0,0.8978,0.8297
i8_c1,0.896,0.8282
i8_g,0.8836,0.8429
i9_c0,0.899,0.8287
i9_c1,0.8994,0.8327
i9_g,0.887,0.8435
