,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8818,0.8018,0.8814,0.8017
i0_c1,0.857,0.7932,0.8564,0.7931
i0_g,0.8677,0.8324,,
i1_c0,0.886,0.8186,0.8862,0.8181
i1_c1,0.8696,0.802,0.8702,0.8017
i1_g,0.8758,0.8414,,
i2_c0,0.8892,0.8111,0.8896,0.8115
i2_c1,0.8792,0.8123,0.8798,0.8127
i2_g,0.8785,0.8383,,
i3_c0,0.8938,0.8213,0.8944,0.8214
i3_c1,0.8788,0.8158,0.8784,0.8163
i3_g,0.8824,0.8427,,
i4_c0,0.8808,0.8121,0.8806,0.812
i4_c1,0.8752,0.8088,0.8748,0.808
i4_g,0.8779,0.8365,,
i5_c0,0.877,0.8078,0.8768,0.8089
i5_c1,0.879,0.8084,0.8774,0.8083
i5_g,0.8792,0.8392,,
i6_c0,0.883,0.8152,0.8842,0.8158
i6_c1,0.8784,0.8109,0.8774,0.8108
i6_g,0.8782,0.8385,,
i7_c0,0.8796,0.8099,0.879,0.8097
i7_c1,0.8738,0.8081,0.874,0.808
i7_g,0.8799,0.8392,,
i8_c0,0.8768,0.8073,0.878,0.8075
i8_c1,0.8732,0.81,0.8738,0.8099
i8_g,0.8745,0.8346,,
i9_c0,0.8806,0.8081,0.8802,0.8087
i9_c1,0.8786,0.8173,0.8794,0.8176
i9_g,0.877,0.8427,,
