,0,1
i0_c0,0.5244,0.2938
i0_c1,0.5112,0.2889
i0_g,0.4726,0.3306
i1_c0,0.5264,0.2787
i1_c1,0.5296,0.2877
i1_g,0.4829,0.337
i2_c0,0.523,0.289
i2_c1,0.5248,0.2884
i2_g,0.4718,0.3309
i3_c0,0.5226,0.2796
i3_c1,0.528,0.2919
i3_g,0.4736,0.335
i4_c0,0.5262,0.2818
i4_c1,0.532,0.2893
i4_g,0.4807,0.334
