,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.92,0.7844,0.1484,0.142
i0_c1,0.916,0.7731,0.1368,0.1412
i0_c2,0.9032,0.78,0.14,0.1359
i0_c3,0.8996,0.7844,0.1736,0.1774
i0_g,0.1584,0.1605,,
i1_c0,0.9108,0.7345,0.1772,0.1745
i1_c1,0.9044,0.7402,0.1688,0.1767
i1_c2,0.888,0.7347,0.1904,0.1929
i1_c3,0.8972,0.7506,0.1504,0.1575
i1_g,0.206,0.2009,,
i2_c0,0.9044,0.7383,0.1832,0.18
i2_c1,0.908,0.7465,0.2128,0.2146
i2_c2,0.904,0.7416,0.186,0.1889
i2_c3,0.9036,0.7551,0.2108,0.2075
i2_g,0.2364,0.2415,,
i3_c0,0.9104,0.7279,0.2,0.1931
i3_c1,0.9048,0.7391,0.1924,0.1934
i3_c2,0.902,0.736,0.2108,0.212
i3_c3,0.896,0.7497,0.2004,0.1875
i3_g,0.2451,0.2486,,
i4_c0,0.9172,0.7419,0.2172,0.2121
i4_c1,0.9084,0.7373,0.2184,0.2042
i4_c2,0.9052,0.7436,0.2188,0.2284
i4_c3,0.8996,0.7558,0.172,0.1802
i4_g,0.2768,0.2712,,
i5_c0,0.9124,0.7375,0.1888,0.1846
i5_c1,0.8984,0.7456,0.2012,0.1816
i5_c2,0.8984,0.736,0.1984,0.1967
i5_c3,0.9016,0.7478,0.21,0.2072
i5_g,0.259,0.2452,,
i6_c0,0.9088,0.7376,0.2084,0.2114
i6_c1,0.902,0.7388,0.2312,0.2169
i6_c2,0.8932,0.7413,0.1632,0.1635
i6_c3,0.8968,0.7494,0.2084,0.1994
i6_g,0.2313,0.236,,
i7_c0,0.9128,0.729,0.19,0.1811
i7_c1,0.9048,0.7373,0.1876,0.1895
i7_c2,0.8856,0.7393,0.214,0.2098
i7_c3,0.9008,0.7516,0.184,0.1832
i7_g,0.2395,0.2294,,
i8_c0,0.916,0.728,0.1884,0.1935
i8_c1,0.9012,0.7452,0.174,0.1812
i8_c2,0.8884,0.7423,0.2624,0.2451
i8_c3,0.9116,0.7498,0.1956,0.2095
i8_g,0.2436,0.2474,,
i9_c0,0.9052,0.7232,0.1888,0.1811
i9_c1,0.886,0.7438,0.2196,0.2175
i9_c2,0.8896,0.7374,0.188,0.1935
i9_c3,0.8912,0.7493,0.208,0.2105
i9_g,0.2638,0.2544,,
