,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9046,0.8252,0.1412,0.1359
i0_c1,0.893,0.826,0.1398,0.1358
i0_g,0.1507,0.1539,,
i1_c0,0.6436,0.5866,0.2114,0.2051
i1_c1,0.6302,0.5681,0.2436,0.2403
i1_g,0.2498,0.2584,,
i2_c0,0.6664,0.6016,0.2474,0.2454
i2_c1,0.6762,0.6085,0.2562,0.2556
i2_g,0.2926,0.2907,,
i3_c0,0.7008,0.637,0.3012,0.2958
i3_c1,0.6942,0.6274,0.2652,0.2582
i3_g,0.3231,0.3193,,
i4_c0,0.6998,0.6349,0.2962,0.2908
i4_c1,0.6948,0.6312,0.3322,0.329
i4_g,0.367,0.3618,,
i5_c0,0.6962,0.627,0.3392,0.3315
i5_c1,0.6896,0.6214,0.3466,0.3413
i5_g,0.3774,0.372,,
i6_c0,0.7066,0.6426,0.3574,0.3532
i6_c1,0.7002,0.626,0.371,0.3492
i6_g,0.3972,0.4,,
i7_c0,0.6994,0.6431,0.3668,0.3708
i7_c1,0.7064,0.645,0.3632,0.3503
i7_g,0.4116,0.4066,,
i8_c0,0.7078,0.649,0.4084,0.3897
i8_c1,0.7106,0.6458,0.378,0.368
i8_g,0.453,0.4337,,
i9_c0,0.7104,0.6453,0.4092,0.3914
i9_c1,0.709,0.6383,0.3522,0.335
i9_g,0.4309,0.4151,,
