,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9196,0.7687,0.5556,0.5196
i0_c1,0.9084,0.775,0.5784,0.551
i0_c2,0.8948,0.7723,0.5768,0.5315
i0_c3,0.8996,0.7837,0.5816,0.5414
i0_g,0.689,0.6783,,
i1_c0,0.9316,0.7949,0.6644,0.621
i1_c1,0.9224,0.7832,0.6396,0.5962
i1_c2,0.9144,0.793,0.6388,0.5935
i1_c3,0.9224,0.7972,0.6072,0.5669
i1_g,0.7472,0.7216,,
i2_c0,0.94,0.8003,0.6252,0.5902
i2_c1,0.9352,0.8003,0.6396,0.5849
i2_c2,0.9204,0.791,0.65,0.5996
i2_c3,0.9256,0.8018,0.6344,0.5946
i2_g,0.7375,0.7247,,
i3_c0,0.9364,0.8006,0.674,0.6139
i3_c1,0.9336,0.7964,0.6432,0.6048
i3_c2,0.924,0.8004,0.658,0.6214
i3_c3,0.9284,0.8029,0.6796,0.621
i3_g,0.7855,0.7566,,
i4_c0,0.9464,0.8033,0.6728,0.6356
i4_c1,0.9356,0.8027,0.6952,0.6435
i4_c2,0.9308,0.8065,0.7064,0.6602
i4_c3,0.9316,0.8055,0.6856,0.6586
i4_g,0.7878,0.7694,,
i5_c0,0.9516,0.8088,0.6892,0.6404
i5_c1,0.9436,0.8046,0.7164,0.6661
i5_c2,0.9396,0.8092,0.7044,0.652
i5_c3,0.9348,0.8067,0.6688,0.6226
i5_g,0.7938,0.7728,,
i6_c0,0.9524,0.8081,0.7008,0.6483
i6_c1,0.9472,0.8052,0.7148,0.6653
i6_c2,0.928,0.8027,0.718,0.6801
i6_c3,0.9388,0.8127,0.7,0.6539
i6_g,0.8025,0.77,,
i7_c0,0.9488,0.8035,0.736,0.6702
i7_c1,0.944,0.809,0.7144,0.6573
i7_c2,0.93,0.8139,0.71,0.6598
i7_c3,0.9376,0.8083,0.724,0.6781
i7_g,0.8129,0.7824,,
i8_c0,0.9488,0.805,0.718,0.6697
i8_c1,0.9412,0.8108,0.7064,0.67
i8_c2,0.9388,0.8128,0.7352,0.6887
i8_c3,0.9388,0.8125,0.7128,0.6759
i8_g,0.8009,0.7811,,
i9_c0,0.9536,0.8083,0.7136,0.6596
i9_c1,0.9464,0.8131,0.7028,0.6481
i9_c2,0.9384,0.8181,0.7132,0.6718
i9_c3,0.938,0.8115,0.7076,0.6749
i9_g,0.8056,0.7871,,
