,train_acc,test_acc
i0_c0,0.8354,0.757
i0_c1,0.8268,0.7543
i0_g,0.8226,0.7816
i1_c0,0.8696,0.7946
i1_c1,0.8636,0.7931
i1_g,0.8547,0.8125
i2_c0,0.8816,0.8058
i2_c1,0.8766,0.8061
i2_g,0.8673,0.8273
i3_c0,0.8884,0.809
i3_c1,0.8834,0.8142
i3_g,0.8744,0.8347
i4_c0,0.8896,0.812
i4_c1,0.8862,0.8178
i4_g,0.8753,0.8339
i5_c0,0.8956,0.8191
i5_c1,0.8916,0.8212
i5_g,0.8848,0.8378
i6_c0,0.8998,0.8236
i6_c1,0.8962,0.8262
i6_g,0.887,0.8419
i7_c0,0.9004,0.8246
i7_c1,0.8948,0.8301
i7_g,0.8862,0.8428
i8_c0,0.9024,0.826
i8_c1,0.902,0.8261
i8_g,0.8897,0.8415
i9_c0,0.9062,0.8281
i9_c1,0.8978,0.8272
i9_g,0.8878,0.8467
