,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8952,0.8145,0.886,0.8136
i0_c1,0.864,0.8131,0.859,0.8066
i0_g,0.8739,0.8375,,
i1_c0,0.906,0.8243,0.8994,0.8221
i1_c1,0.8906,0.8248,0.8852,0.822
i1_g,0.8808,0.8453,,
i2_c0,0.9068,0.83,0.901,0.8281
i2_c1,0.8992,0.8286,0.8918,0.8229
i2_g,0.8918,0.8473,,
i3_c0,0.9098,0.8343,0.9078,0.8295
i3_c1,0.8996,0.8297,0.8928,0.8244
i3_g,0.8891,0.8487,,
i4_c0,0.9152,0.8317,0.9146,0.8318
i4_c1,0.9064,0.8363,0.9004,0.8347
i4_g,0.8946,0.8516,,
i5_c0,0.9188,0.8319,0.9136,0.8286
i5_c1,0.9062,0.8356,0.8982,0.8311
i5_g,0.891,0.8507,,
i6_c0,0.9144,0.8321,0.9098,0.832
i6_c1,0.9074,0.8401,0.9,0.8355
i6_g,0.8946,0.8528,,
i7_c0,0.9174,0.8346,0.913,0.8278
i7_c1,0.9102,0.8405,0.9082,0.8362
i7_g,0.8961,0.8534,,
i8_c0,0.9202,0.8397,0.9146,0.8394
i8_c1,0.9104,0.8395,0.9048,0.8372
i8_g,0.895,0.8519,,
i9_c0,0.9202,0.837,0.9158,0.8341
i9_c1,0.9072,0.8396,0.902,0.8308
i9_g,0.8936,0.8512,,
