,train_acc,test_acc
i0_c0,0.7328,0.5949
i0_c1,0.7224,0.5985
i0_c2,0.7372,0.5922
i0_c3,0.7224,0.6161
i0_g,0.683,0.6443
i1_c0,0.7984,0.6639
i1_c1,0.7792,0.6585
i1_c2,0.784,0.6518
i1_c3,0.7776,0.6736
i1_g,0.7424,0.7023
i2_c0,0.8252,0.69
i2_c1,0.8064,0.6898
i2_c2,0.8132,0.6889
i2_c3,0.8008,0.7025
i2_g,0.7741,0.7345
i3_c0,0.8388,0.7084
i3_c1,0.8256,0.7004
i3_c2,0.834,0.7116
i3_c3,0.8232,0.72
i3_g,0.795,0.752
i4_c0,0.8536,0.7248
i4_c1,0.8396,0.7165
i4_c2,0.8428,0.7191
i4_c3,0.8276,0.735
i4_g,0.8087,0.7663
i5_c0,0.8692,0.7425
i5_c1,0.8488,0.7297
i5_c2,0.8512,0.7374
i5_c3,0.8404,0.747
i5_g,0.8184,0.7795
i6_c0,0.8712,0.7584
i6_c1,0.8612,0.7462
i6_c2,0.8612,0.7427
i6_c3,0.8484,0.7555
i6_g,0.8259,0.7888
i7_c0,0.882,0.7598
i7_c1,0.8664,0.7487
i7_c2,0.87,0.7584
i7_c3,0.8568,0.7674
i7_g,0.8332,0.7941
i8_c0,0.8872,0.7688
i8_c1,0.8704,0.7537
i8_c2,0.8764,0.7603
i8_c3,0.864,0.7709
i8_g,0.84,0.7994
i9_c0,0.8936,0.7743
i9_c1,0.8796,0.7604
i9_c2,0.8784,0.7639
i9_c3,0.878,0.7776
i9_g,0.8454,0.8053
