,train_acc,test_acc
i0_c0,1.0,0.3443
i0_c1,1.0,0.3729
i0_c2,1.0,0.352
i0_c3,1.0,0.3387
i0_c4,1.0,0.3334
i0_c5,1.0,0.3278
i0_c6,1.0,0.3669
i0_c7,1.0,0.3711
i0_c8,1.0,0.3255
i0_c9,1.0,0.3416
i0_c10,1.0,0.3435
i0_c11,1.0,0.3492
i0_c12,1.0,0.354
i0_c13,1.0,0.3437
i0_c14,1.0,0.3551
i0_c15,1.0,0.3465
i0_c16,1.0,0.3058
i0_c17,1.0,0.3705
i0_c18,1.0,0.3573
i0_c19,1.0,0.341
i0_c20,1.0,0.3346
i0_c21,1.0,0.3554
i0_c22,1.0,0.3491
i0_c23,1.0,0.3745
i0_c24,1.0,0.3362
i0_c25,1.0,0.3533
i0_c26,1.0,0.3371
i0_c27,1.0,0.3484
i0_c28,1.0,0.3471
i0_c29,1.0,0.3491
i0_c30,1.0,0.335
i0_c31,1.0,0.3341
i0_c32,1.0,0.3594
i0_c33,1.0,0.3314
i0_c34,1.0,0.3519
i0_c35,1.0,0.3461
i0_c36,1.0,0.3439
i0_c37,1.0,0.3553
i0_c38,1.0,0.3444
i0_c39,1.0,0.3635
i0_c40,1.0,0.3469
i0_c41,1.0,0.3429
i0_c42,1.0,0.347
i0_c43,1.0,0.3531
i0_c44,1.0,0.3368
i0_c45,1.0,0.3409
i0_c46,1.0,0.3394
i0_c47,1.0,0.3559
i0_c48,1.0,0.3321
i0_c49,1.0,0.3444
i0_c50,1.0,0.3414
i0_c51,1.0,0.3449
i0_c52,1.0,0.3509
i0_c53,1.0,0.3614
i0_c54,1.0,0.3535
i0_c55,1.0,0.3509
i0_c56,1.0,0.3183
i0_c57,1.0,0.3544
i0_c58,1.0,0.3754
i0_c59,1.0,0.3478
i0_c60,1.0,0.3498
i0_c61,1.0,0.3424
i0_c62,1.0,0.3318
i0_c63,1.0,0.3319
i0_c64,1.0,0.3496
i0_c65,1.0,0.3752
i0_c66,1.0,0.3163
i0_c67,1.0,0.3376
i0_c68,1.0,0.3184
i0_c69,1.0,0.3262
i0_c70,1.0,0.3781
i0_c71,1.0,0.3394
i0_c72,1.0,0.3505
i0_c73,1.0,0.3255
i0_c74,1.0,0.3595
i0_c75,1.0,0.3351
i0_c76,1.0,0.3438
i0_c77,1.0,0.3435
i0_c78,1.0,0.3518
i0_c79,1.0,0.3453
i0_c80,1.0,0.3364
i0_c81,1.0,0.3437
i0_c82,1.0,0.3573
i0_c83,1.0,0.3639
i0_c84,1.0,0.3503
i0_c85,1.0,0.3445
i0_c86,1.0,0.3278
i0_c87,1.0,0.355
i0_c88,1.0,0.3538
i0_c89,1.0,0.3548
i0_c90,1.0,0.3418
i0_c91,1.0,0.3342
i0_c92,1.0,0.3652
i0_c93,1.0,0.3337
i0_c94,1.0,0.362
i0_c95,1.0,0.3706
i0_c96,1.0,0.3707
i0_c97,1.0,0.3466
i0_c98,1.0,0.3285
i0_c99,1.0,0.3457
i0_c100,1.0,0.3263
i0_c101,1.0,0.3295
i0_c102,1.0,0.3343
i0_c103,1.0,0.3602
i0_c104,1.0,0.3557
i0_c105,1.0,0.341
i0_c106,1.0,0.3284
i0_c107,1.0,0.343
i0_c108,1.0,0.3161
i0_c109,1.0,0.3614
i0_c110,1.0,0.3557
i0_c111,1.0,0.3547
i0_c112,1.0,0.3136
i0_c113,1.0,0.3775
i0_c114,1.0,0.3378
i0_c115,1.0,0.34
i0_c116,1.0,0.3298
i0_c117,1.0,0.3744
i0_c118,1.0,0.3475
i0_c119,1.0,0.3422
i0_c120,1.0,0.3408
i0_c121,1.0,0.3412
i0_c122,1.0,0.3615
i0_c123,1.0,0.3697
i0_c124,1.0,0.3398
i0_c125,1.0,0.3293
i0_c126,1.0,0.3541
i0_c127,1.0,0.3584
i0_g,0.5179,0.4956
i1_c0,1.0,0.3887
i1_c1,1.0,0.4073
i1_c2,1.0,0.3817
i1_c3,1.0,0.3785
i1_c4,1.0,0.3791
i1_c5,1.0,0.3717
i1_c6,1.0,0.4055
i1_c7,1.0,0.4041
i1_c8,1.0,0.3639
i1_c9,1.0,0.3827
i1_c10,1.0,0.3811
i1_c11,1.0,0.3914
i1_c12,1.0,0.3996
i1_c13,1.0,0.3787
i1_c14,1.0,0.3891
i1_c15,1.0,0.3857
i1_c16,1.0,0.3539
i1_c17,1.0,0.4044
i1_c18,1.0,0.3941
i1_c19,1.0,0.3864
i1_c20,1.0,0.3742
i1_c21,1.0,0.4
i1_c22,1.0,0.3834
i1_c23,1.0,0.4105
i1_c24,1.0,0.3829
i1_c25,1.0,0.4027
i1_c26,1.0,0.3832
i1_c27,1.0,0.3873
i1_c28,1.0,0.3864
i1_c29,1.0,0.3881
i1_c30,1.0,0.3775
i1_c31,1.0,0.3719
i1_c32,1.0,0.4002
i1_c33,1.0,0.3776
i1_c34,1.0,0.3899
i1_c35,1.0,0.3775
i1_c36,1.0,0.3807
i1_c37,1.0,0.3893
i1_c38,1.0,0.3911
i1_c39,1.0,0.4039
i1_c40,1.0,0.3925
i1_c41,1.0,0.3894
i1_c42,1.0,0.3938
i1_c43,1.0,0.3998
i1_c44,1.0,0.3792
i1_c45,1.0,0.3851
i1_c46,1.0,0.3849
i1_c47,1.0,0.3947
i1_c48,1.0,0.3674
i1_c49,1.0,0.3884
i1_c50,1.0,0.3873
i1_c51,1.0,0.3876
i1_c52,1.0,0.3912
i1_c53,1.0,0.3886
i1_c54,1.0,0.4019
i1_c55,1.0,0.3847
i1_c56,1.0,0.3641
i1_c57,1.0,0.3893
i1_c58,1.0,0.411
i1_c59,1.0,0.3846
i1_c60,1.0,0.3875
i1_c61,1.0,0.3832
i1_c62,1.0,0.3812
i1_c63,1.0,0.3688
i1_c64,1.0,0.3902
i1_c65,1.0,0.4082
i1_c66,1.0,0.364
i1_c67,1.0,0.3848
i1_c68,1.0,0.3596
i1_c69,1.0,0.3688
i1_c70,1.0,0.4112
i1_c71,1.0,0.38
i1_c72,1.0,0.3948
i1_c73,1.0,0.3713
i1_c74,1.0,0.394
i1_c75,1.0,0.3788
i1_c76,1.0,0.3762
i1_c77,1.0,0.3809
i1_c78,1.0,0.389
i1_c79,1.0,0.3909
i1_c80,1.0,0.3785
i1_c81,1.0,0.3859
i1_c82,1.0,0.3986
i1_c83,1.0,0.4018
i1_c84,1.0,0.3905
i1_c85,1.0,0.3903
i1_c86,1.0,0.3622
i1_c87,1.0,0.3933
i1_c88,1.0,0.3888
i1_c89,1.0,0.3924
i1_c90,1.0,0.3849
i1_c91,1.0,0.3779
i1_c92,1.0,0.3987
i1_c93,1.0,0.3796
i1_c94,1.0,0.4018
i1_c95,1.0,0.3985
i1_c96,1.0,0.4013
i1_c97,1.0,0.3878
i1_c98,1.0,0.3697
i1_c99,1.0,0.385
i1_c100,1.0,0.3737
i1_c101,1.0,0.3709
i1_c102,1.0,0.3759
i1_c103,1.0,0.3967
i1_c104,1.0,0.3981
i1_c105,1.0,0.3802
i1_c106,1.0,0.3739
i1_c107,1.0,0.3802
i1_c108,1.0,0.3638
i1_c109,1.0,0.3982
i1_c110,1.0,0.3993
i1_c111,1.0,0.3898
i1_c112,1.0,0.3675
i1_c113,1.0,0.4082
i1_c114,1.0,0.3811
i1_c115,1.0,0.3819
i1_c116,1.0,0.3757
i1_c117,1.0,0.4098
i1_c118,1.0,0.3855
i1_c119,1.0,0.3822
i1_c120,1.0,0.3892
i1_c121,1.0,0.3827
i1_c122,1.0,0.3972
i1_c123,1.0,0.4002
i1_c124,1.0,0.3746
i1_c125,1.0,0.3759
i1_c126,1.0,0.3944
i1_c127,1.0,0.399
i1_g,0.5556,0.5271
i2_c0,1.0,0.4124
i2_c1,1.0,0.4311
i2_c2,1.0,0.4023
i2_c3,1.0,0.402
i2_c4,1.0,0.4046
i2_c5,1.0,0.3956
i2_c6,1.0,0.4265
i2_c7,1.0,0.4262
i2_c8,1.0,0.3878
i2_c9,1.0,0.4066
i2_c10,1.0,0.4054
i2_c11,1.0,0.4118
i2_c12,1.0,0.4243
i2_c13,1.0,0.4035
i2_c14,1.0,0.4178
i2_c15,1.0,0.4045
i2_c16,1.0,0.3854
i2_c17,1.0,0.4244
i2_c18,1.0,0.4178
i2_c19,1.0,0.4109
i2_c20,1.0,0.3976
i2_c21,1.0,0.4244
i2_c22,1.0,0.4011
i2_c23,1.0,0.4325
i2_c24,1.0,0.4037
i2_c25,1.0,0.422
i2_c26,1.0,0.409
i2_c27,1.0,0.412
i2_c28,1.0,0.4122
i2_c29,1.0,0.4082
i2_c30,1.0,0.4013
i2_c31,1.0,0.3983
i2_c32,1.0,0.4185
i2_c33,1.0,0.4034
i2_c34,1.0,0.4116
i2_c35,1.0,0.4003
i2_c36,1.0,0.4035
i2_c37,1.0,0.4106
i2_c38,1.0,0.4151
i2_c39,1.0,0.4225
i2_c40,1.0,0.4176
i2_c41,1.0,0.4118
i2_c42,1.0,0.4159
i2_c43,1.0,0.4212
i2_c44,1.0,0.4012
i2_c45,1.0,0.4078
i2_c46,1.0,0.4109
i2_c47,1.0,0.4147
i2_c48,1.0,0.3901
i2_c49,1.0,0.4151
i2_c50,1.0,0.411
i2_c51,1.0,0.4062
i2_c52,1.0,0.4179
i2_c53,1.0,0.4056
i2_c54,1.0,0.4259
i2_c55,1.0,0.4095
i2_c56,1.0,0.3841
i2_c57,1.0,0.4158
i2_c58,1.0,0.432
i2_c59,1.0,0.4061
i2_c60,1.0,0.4116
i2_c61,1.0,0.4047
i2_c62,1.0,0.41
i2_c63,1.0,0.3889
i2_c64,1.0,0.414
i2_c65,1.0,0.4269
i2_c66,1.0,0.3857
i2_c67,1.0,0.4061
i2_c68,1.0,0.3801
i2_c69,1.0,0.391
i2_c70,1.0,0.4316
i2_c71,1.0,0.4046
i2_c72,1.0,0.4171
i2_c73,1.0,0.3984
