,train_acc,test_acc
i0_c0,0.8648,0.6263
i0_c1,0.8584,0.6338
i0_c2,0.852,0.6158
i0_c3,0.852,0.6096
i0_c4,0.844,0.6264
i0_c5,0.8512,0.6235
i0_c6,0.844,0.6257
i0_c7,0.8472,0.6364
i0_g,0.7464,0.7125
i1_c0,0.9056,0.6697
i1_c1,0.8912,0.6766
i1_c2,0.9032,0.6663
i1_c3,0.8936,0.6588
i1_c4,0.888,0.6704
i1_c5,0.8992,0.6673
i1_c6,0.8936,0.6726
i1_c7,0.888,0.6957
i1_g,0.7916,0.7587
i2_c0,0.9184,0.6985
i2_c1,0.9216,0.698
i2_c2,0.9136,0.6894
i2_c3,0.9136,0.6821
i2_c4,0.9128,0.7054
i2_c5,0.912,0.6943
i2_c6,0.9104,0.6966
i2_c7,0.9016,0.7138
i2_g,0.8161,0.7816
i3_c0,0.9336,0.7091
i3_c1,0.9264,0.7069
i3_c2,0.9296,0.7093
i3_c3,0.9248,0.6993
i3_c4,0.9168,0.7095
i3_c5,0.9256,0.706
i3_c6,0.936,0.7154
i3_c7,0.9248,0.7275
i3_g,0.832,0.7927
i4_c0,0.9416,0.7155
i4_c1,0.9376,0.7117
i4_c2,0.9328,0.7123
i4_c3,0.9392,0.7185
i4_c4,0.9176,0.7279
i4_c5,0.932,0.7237
i4_c6,0.9304,0.7222
i4_c7,0.924,0.7402
i4_g,0.8417,0.805
i5_c0,0.952,0.7276
i5_c1,0.9424,0.7264
i5_c2,0.9408,0.7337
i5_c3,0.9488,0.7147
i5_c4,0.9288,0.7365
i5_c5,0.9376,0.7356
i5_c6,0.94,0.7273
i5_c7,0.928,0.7428
i5_g,0.8465,0.8118
i6_c0,0.9472,0.7363
i6_c1,0.944,0.7333
i6_c2,0.9432,0.7351
i6_c3,0.9528,0.7267
i6_c4,0.9376,0.7411
i6_c5,0.94,0.7311
i6_c6,0.9392,0.7415
i6_c7,0.9368,0.7515
i6_g,0.8563,0.8162
i7_c0,0.9584,0.7443
i7_c1,0.944,0.7356
i7_c2,0.9512,0.7297
i7_c3,0.952,0.7314
i7_c4,0.936,0.7411
i7_c5,0.9448,0.7429
i7_c6,0.9504,0.7439
i7_c7,0.9456,0.7657
i7_g,0.8565,0.8206
i8_c0,0.9624,0.7409
i8_c1,0.9464,0.7424
i8_c2,0.9504,0.7391
i8_c3,0.9568,0.7315
i8_c4,0.944,0.7456
i8_c5,0.952,0.7479
i8_c6,0.9504,0.7437
i8_c7,0.9424,0.7618
i8_g,0.8574,0.8225
i9_c0,0.968,0.7517
i9_c1,0.9488,0.748
i9_c2,0.9568,0.7426
i9_c3,0.9568,0.7373
i9_c4,0.9392,0.7487
i9_c5,0.9512,0.7566
i9_c6,0.9504,0.7447
i9_c7,0.94,0.7674
i9_g,0.8626,0.8247
