,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.984,0.5915,0.6576,0.4921
i0_c1,0.992,0.5722,0.6624,0.4787
i0_c2,0.9824,0.5609,0.68,0.4861
i0_c3,0.968,0.593,0.6656,0.4877
i0_c4,0.9856,0.5842,0.6448,0.4836
i0_c5,0.9856,0.5777,0.6608,0.4847
i0_c6,0.9776,0.5535,0.7072,0.47
i0_c7,0.9824,0.5828,0.6464,0.4629
i0_c8,0.9664,0.5785,0.664,0.48
i0_c9,0.9776,0.5695,0.6224,0.478
i0_c10,0.984,0.5433,0.7248,0.4799
i0_c11,0.9696,0.5967,0.6384,0.473
i0_c12,0.9808,0.5828,0.632,0.4727
i0_c13,0.9824,0.5715,0.6704,0.4886
i0_c14,0.9696,0.5985,0.672,0.4991
i0_c15,0.9856,0.5681,0.648,0.4776
i0_g,0.7291,0.6959,,
i1_c0,0.9904,0.6275,0.6592,0.5168
i1_c1,0.9936,0.6083,0.6896,0.5149
i1_c2,1.0,0.5991,0.728,0.5102
i1_c3,0.9904,0.632,0.6944,0.5268
i1_c4,0.9936,0.618,0.7104,0.5179
i1_c5,0.9936,0.6097,0.6928,0.5167
i1_c6,0.9936,0.5957,0.6976,0.514
i1_c7,0.9888,0.6239,0.696,0.5285
i1_c8,0.9824,0.6118,0.672,0.5158
i1_c9,0.984,0.6021,0.7008,0.4971
i1_c10,0.9952,0.5889,0.6976,0.4963
i1_c11,0.9888,0.6229,0.6624,0.5118
i1_c12,1.0,0.62,0.7008,0.5358
i1_c13,0.9888,0.6049,0.72,0.5259
i1_c14,0.9872,0.6321,0.6592,0.5171
i1_c15,0.9936,0.6028,0.6944,0.5036
i1_g,0.7645,0.736,,
i2_c0,0.992,0.6455,0.7024,0.5438
i2_c1,0.992,0.6262,0.6896,0.5124
i2_c2,0.9984,0.6206,0.7184,0.5143
i2_c3,0.9936,0.6442,0.7152,0.5531
i2_c4,0.9936,0.6378,0.712,0.5287
i2_c5,0.992,0.6279,0.6976,0.516
i2_c6,0.9904,0.6163,0.7168,0.5382
i2_c7,0.992,0.6371,0.6768,0.5344
i2_c8,0.9824,0.6202,0.7008,0.5384
i2_c9,0.9936,0.6198,0.7056,0.5388
i2_c10,0.992,0.6085,0.7136,0.5158
i2_c11,0.9888,0.6335,0.7168,0.5416
i2_c12,0.9968,0.641,0.7216,0.5597
i2_c13,0.9952,0.6221,0.7504,0.5427
i2_c14,0.9856,0.6477,0.6912,0.5381
i2_c15,0.9968,0.6167,0.6832,0.5243
i2_g,0.7717,0.743,,
i3_c0,0.9968,0.6539,0.7152,0.545
i3_c1,0.9984,0.6277,0.7376,0.5462
i3_c2,0.9968,0.6296,0.7296,0.5325
i3_c3,0.9904,0.6512,0.7328,0.5587
i3_c4,0.9936,0.6406,0.7552,0.5441
i3_c5,0.992,0.6394,0.7184,0.5333
i3_c6,0.9952,0.627,0.728,0.5302
i3_c7,0.9952,0.6495,0.736,0.5507
i3_c8,0.9824,0.6311,0.7312,0.544
i3_c9,0.9936,0.6256,0.6976,0.5431
i3_c10,0.9952,0.6164,0.7312,0.5218
i3_c11,0.9968,0.6429,0.7232,0.5474
i3_c12,0.9952,0.6458,0.7616,0.5473
i3_c13,0.9968,0.6328,0.7072,0.5438
i3_c14,0.9888,0.6564,0.7072,0.5601
i3_c15,1.0,0.6314,0.7232,0.5499
i3_g,0.7784,0.7482,,
i4_c0,0.9968,0.6563,0.7232,0.5662
i4_c1,0.9984,0.6306,0.7264,0.5532
i4_c2,1.0,0.6413,0.728,0.55
i4_c3,0.9888,0.663,0.7552,0.5515
i4_c4,0.9952,0.6455,0.7184,0.5468
i4_c5,1.0,0.6452,0.736,0.5623
i4_c6,1.0,0.6326,0.7264,0.5547
i4_c7,0.9984,0.6545,0.7264,0.518
i4_c8,0.9888,0.6362,0.6992,0.5036
i4_c9,0.9952,0.6361,0.728,0.5541
i4_c10,0.9968,0.6256,0.752,0.53
i4_c11,0.9936,0.6434,0.6944,0.5566
i4_c12,0.9968,0.6515,0.7472,0.5645
i4_c13,0.992,0.637,0.6992,0.5326
i4_c14,0.9936,0.6614,0.7088,0.5462
i4_c15,0.9984,0.6369,0.7072,0.5469
i4_g,0.8005,0.7673,,
i5_c0,1.0,0.6665,0.68,0.5422
i5_c1,0.9984,0.6352,0.7184,0.5578
i5_c2,0.9984,0.6428,0.8016,0.5711
i5_c3,0.9872,0.665,0.6832,0.5365
i5_c4,0.9936,0.6484,0.6768,0.5403
i5_c5,0.9984,0.6442,0.712,0.555
i5_c6,0.9952,0.6361,0.744,0.55
i5_c7,0.9904,0.6531,0.7312,0.5324
i5_c8,0.9952,0.6394,0.6864,0.5448
i5_c9,0.992,0.6353,0.736,0.5446
i5_c10,0.9952,0.6294,0.6928,0.5041
i5_c11,0.9968,0.6528,0.6752,0.5517
i5_c12,0.9968,0.6558,0.6688,0.5351
i5_c13,0.9984,0.6388,0.7328,0.5433
i5_c14,0.9936,0.6634,0.7328,0.555
i5_c15,0.9984,0.6395,0.7456,0.5478
i5_g,0.7883,0.7576,,
i6_c0,0.9952,0.6636,0.7376,0.5519
i6_c1,1.0,0.6385,0.7488,0.5552
i6_c2,1.0,0.6454,0.7584,0.5587
i6_c3,0.9872,0.6638,0.7296,0.5637
i6_c4,0.992,0.6533,0.7152,0.5619
i6_c5,1.0,0.6474,0.7376,0.5504
i6_c6,0.9952,0.6369,0.752,0.5708
i6_c7,0.9984,0.6629,0.7168,0.5624
i6_c8,0.9888,0.6411,0.6912,0.5235
i6_c9,0.9936,0.6365,0.712,0.5539
i6_c10,0.9968,0.6345,0.7936,0.551
i6_c11,0.9984,0.6545,0.6944,0.545
i6_c12,1.0,0.6609,0.7232,0.5565
i6_c13,0.9952,0.6427,0.7104,0.55
i6_c14,0.9968,0.6681,0.7136,0.5567
i6_c15,0.9984,0.6416,0.7568,0.5576
i6_g,0.8035,0.7679,,
i7_c0,0.9968,0.671,0.7536,0.5735
i7_c1,1.0,0.6386,0.7344,0.5437
i7_c2,1.0,0.6457,0.728,0.5422
i7_c3,0.992,0.6654,0.6992,0.557
i7_c4,0.9952,0.6512,0.7232,0.5698
i7_c5,0.9968,0.6498,0.7216,0.5696
i7_c6,1.0,0.6413,0.7248,0.549
i7_c7,0.9952,0.6641,0.7568,0.5615
i7_c8,0.9872,0.6444,0.7056,0.5393
i7_c9,0.9936,0.6373,0.7344,0.5644
i7_c10,0.9968,0.6323,0.8,0.5556
i7_c11,0.9952,0.655,0.7168,0.5648
i7_c12,0.9984,0.6591,0.7216,0.5411
i7_c13,0.9936,0.6464,0.7184,0.5479
i7_c14,0.992,0.6679,0.7344,0.5682
i7_c15,0.9984,0.6441,0.744,0.5588
i7_g,0.7935,0.7578,,
i8_c0,0.9968,0.6705,0.7312,0.5634
i8_c1,0.9968,0.6409,0.7312,0.5358
i8_c2,1.0,0.651,0.7408,0.5648
i8_c3,0.9936,0.6644,0.7216,0.5489
i8_c4,1.0,0.6518,0.7648,0.57
i8_c5,1.0,0.6485,0.7216,0.5576
i8_c6,0.9984,0.6412,0.7376,0.5322
i8_c7,0.9952,0.6636,0.6912,0.5448
i8_c8,0.9872,0.6363,0.6832,0.5318
i8_c9,0.9936,0.6385,0.7424,0.5561
i8_c10,0.9968,0.6395,0.7632,0.5412
i8_c11,0.9968,0.6567,0.7088,0.5499
i8_c12,0.9984,0.6595,0.7456,0.5735
i8_c13,0.9968,0.6458,0.7248,0.5529
i8_c14,0.9936,0.6678,0.7152,0.5585
i8_c15,0.9984,0.649,0.7264,0.5561
i8_g,0.7979,0.7664,,
i9_c0,0.9984,0.6707,0.7552,0.5735
i9_c1,1.0,0.6395,0.768,0.5659
i9_c2,1.0,0.6535,0.7776,0.5612
i9_c3,0.992,0.6697,0.6896,0.5522
i9_c4,0.9984,0.6527,0.7376,0.5764
i9_c5,0.9984,0.6516,0.728,0.5566
i9_c6,0.9984,0.6429,0.728,0.5513
i9_c7,0.9984,0.6654,0.7264,0.5735
i9_c8,0.992,0.641,0.7472,0.5493
i9_c9,0.9968,0.6415,0.6704,0.5234
i9_c10,0.9984,0.6413,0.7488,0.5478
i9_c11,0.9936,0.6553,0.7536,0.5662
i9_c12,0.9984,0.6621,0.7376,0.5562
i9_c13,0.9952,0.6456,0.7392,0.5392
i9_c14,0.9952,0.673,0.72,0.5667
i9_c15,0.9984,0.648,0.7248,0.5604
i9_g,0.8017,0.7686,,
