,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,1.0,0.2021,1.0,0.1367
i0_c1,1.0,0.1818,1.0,0.1378
i0_c2,1.0,0.1718,1.0,0.1271
i0_c3,1.0,0.1826,1.0,0.1411
i0_c4,1.0,0.1862,1.0,0.1358
i0_c5,1.0,0.1762,1.0,0.1302
i0_c6,1.0,0.1844,1.0,0.1417
i0_c7,1.0,0.1819,1.0,0.1397
i0_c8,1.0,0.1812,1.0,0.1456
i0_c9,1.0,0.1829,1.0,0.1385
i0_c10,1.0,0.1915,1.0,0.1526
i0_c11,1.0,0.1738,1.0,0.1305
i0_c12,1.0,0.1797,1.0,0.1354
i0_c13,1.0,0.1842,1.0,0.1498
i0_c14,1.0,0.184,1.0,0.1397
i0_c15,1.0,0.1931,1.0,0.1444
i0_c16,1.0,0.1899,1.0,0.1431
i0_c17,1.0,0.194,1.0,0.136
i0_c18,1.0,0.1867,1.0,0.1354
i0_c19,1.0,0.1894,1.0,0.1388
i0_c20,1.0,0.186,1.0,0.145
i0_c21,1.0,0.1738,1.0,0.1327
i0_c22,1.0,0.1876,1.0,0.145
i0_c23,1.0,0.1874,1.0,0.1455
i0_c24,1.0,0.1725,1.0,0.1381
i0_c25,1.0,0.1838,1.0,0.1406
i0_c26,1.0,0.1813,1.0,0.1378
i0_c27,1.0,0.1887,1.0,0.1434
i0_c28,1.0,0.1808,1.0,0.1524
i0_c29,1.0,0.1777,1.0,0.1378
i0_c30,1.0,0.197,1.0,0.1568
i0_c31,1.0,0.1912,1.0,0.1477
i0_g,0.421,0.2983,,
i1_c0,1.0,0.2822,1.0,0.2146
i1_c1,1.0,0.2721,1.0,0.2046
i1_c2,1.0,0.245,1.0,0.1858
i1_c3,1.0,0.2662,1.0,0.2264
i1_c4,1.0,0.2693,1.0,0.2116
i1_c5,1.0,0.2586,1.0,0.1922
i1_c6,1.0,0.2722,1.0,0.2115
i1_c7,1.0,0.2762,1.0,0.1862
i1_c8,1.0,0.2572,1.0,0.1973
i1_c9,1.0,0.2647,1.0,0.1936
i1_c10,1.0,0.2737,1.0,0.1953
i1_c11,1.0,0.2525,1.0,0.1995
