,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,1.0,0.4379,1.0,0.4378
i0_c1,0.9967948717948718,0.4545,0.9967948717948718,0.4514
i0_c2,1.0,0.4505,1.0,0.4509
i0_c3,1.0,0.4494,1.0,0.447
i0_c4,1.0,0.4183,1.0,0.4161
i0_c5,1.0,0.4627,0.9967948717948718,0.4632
i0_c6,0.9967948717948718,0.4654,0.9967948717948718,0.4639
i0_c7,1.0,0.4454,1.0,0.4473
i0_c8,1.0,0.4369,0.9967948717948718,0.4354
i0_c9,1.0,0.4531,0.9967948717948718,0.4511
i0_c10,1.0,0.4479,0.9967948717948718,0.448
i0_c11,1.0,0.45,1.0,0.451
i0_c12,1.0,0.4319,1.0,0.4352
i0_c13,1.0,0.4233,0.9967948717948718,0.4207
i0_c14,1.0,0.4628,0.9967948717948718,0.4605
i0_c15,1.0,0.4466,0.9967948717948718,0.4439
i0_c16,1.0,0.4409,1.0,0.4435
i0_c17,1.0,0.4445,1.0,0.4419
i0_c18,1.0,0.4495,1.0,0.447
i0_c19,1.0,0.4264,1.0,0.4239
i0_c20,1.0,0.4382,1.0,0.4397
i0_c21,1.0,0.4229,1.0,0.4227
i0_c22,0.9935897435897436,0.4419,0.9903846153846154,0.4423
i0_c23,1.0,0.4635,0.9967948717948718,0.4622
i0_c24,0.9967948717948718,0.4492,0.9967948717948718,0.4475
i0_c25,1.0,0.4292,1.0,0.4283
i0_c26,1.0,0.4228,1.0,0.4239
i0_c27,1.0,0.4464,1.0,0.4467
i0_c28,0.9967948717948718,0.4372,0.9967948717948718,0.4363
i0_c29,1.0,0.457,1.0,0.4561
i0_c30,0.9967948717948718,0.4815,1.0,0.4783
i0_c31,1.0,0.4315,1.0,0.4299
i0_g,0.6578,0.6303,,
i1_c0,1.0,0.4941,1.0,0.4918
i1_c1,1.0,0.4966,1.0,0.4987
i1_c2,1.0,0.4945,1.0,0.4896
i1_c3,1.0,0.4936,1.0,0.4919
i1_c4,1.0,0.4741,1.0,0.4742
i1_c5,1.0,0.5065,1.0,0.5091
