,train_acc,test_acc
i0_c0,0.7652,0.6959
i0_c1,0.763,0.6884
i0_g,0.7504,0.7158
i1_c0,0.8234,0.747
i1_c1,0.8096,0.7427
i1_g,0.8037,0.7662
i2_c0,0.8456,0.7679
i2_c1,0.8342,0.7688
i2_g,0.8281,0.7873
i3_c0,0.851,0.777
i3_c1,0.8496,0.7766
i3_g,0.8411,0.7971
i4_c0,0.8606,0.7863
i4_c1,0.8566,0.7843
i4_g,0.8503,0.8073
i5_c0,0.8646,0.7917
i5_c1,0.8662,0.8
i5_g,0.8582,0.8155
i6_c0,0.8716,0.8018
i6_c1,0.867,0.802
i6_g,0.8624,0.8219
i7_c0,0.8746,0.8031
i7_c1,0.8722,0.8066
i7_g,0.8634,0.8249
i8_c0,0.8796,0.8065
i8_c1,0.8786,0.8055
i8_g,0.8639,0.8239
i9_c0,0.8858,0.8102
i9_c1,0.882,0.8065
i9_g,0.8728,0.83
