,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9052,0.774,0.1896,0.1852
i0_c1,0.8884,0.7662,0.152,0.1533
i0_c2,0.89,0.7688,0.1612,0.1546
i0_c3,0.8856,0.7729,0.1456,0.1607
i0_g,0.1872,0.1854,,
i1_c0,0.932,0.7748,0.2144,0.2003
i1_c1,0.9212,0.7717,0.216,0.2056
i1_c2,0.914,0.7712,0.1984,0.209
i1_c3,0.9148,0.7827,0.1828,0.1768
i1_g,0.2707,0.2634,,
i2_c0,0.9184,0.7724,0.226,0.2127
i2_c1,0.9208,0.7702,0.2316,0.2306
i2_c2,0.8972,0.7665,0.1848,0.1821
i2_c3,0.9072,0.7785,0.2236,0.2255
i2_g,0.2612,0.2592,,
i3_c0,0.9256,0.7763,0.226,0.2302
i3_c1,0.9148,0.7643,0.2328,0.2296
i3_c2,0.9128,0.7851,0.2688,0.2665
i3_c3,0.9156,0.7849,0.2432,0.2538
i3_g,0.317,0.3199,,
i4_c0,0.9372,0.7824,0.2584,0.2332
i4_c1,0.9252,0.7748,0.1912,0.1883
i4_c2,0.916,0.7859,0.2348,0.2217
i4_c3,0.9196,0.7793,0.2264,0.2241
i4_g,0.2951,0.2983,,
i5_c0,0.9252,0.7737,0.19,0.1807
i5_c1,0.918,0.7729,0.2512,0.2528
i5_c2,0.908,0.7736,0.2756,0.2755
i5_c3,0.9148,0.7789,0.2228,0.2183
i5_g,0.2998,0.2948,,
i6_c0,0.9388,0.7793,0.2552,0.2405
i6_c1,0.9232,0.7707,0.2548,0.2527
i6_c2,0.9184,0.7765,0.244,0.2142
i6_c3,0.9148,0.7717,0.2656,0.2462
i6_g,0.321,0.3084,,
i7_c0,0.9296,0.776,0.2464,0.2365
i7_c1,0.9256,0.7693,0.204,0.2123
i7_c2,0.9172,0.7721,0.2348,0.213
i7_c3,0.9212,0.7791,0.2212,0.241
i7_g,0.2986,0.3008,,
i8_c0,0.9388,0.7834,0.2696,0.2537
i8_c1,0.9304,0.7858,0.2464,0.2348
i8_c2,0.9276,0.7786,0.252,0.239
i8_c3,0.926,0.7795,0.2168,0.2225
i8_g,0.3185,0.3102,,
i9_c0,0.9372,0.7772,0.2412,0.2239
i9_c1,0.93,0.7783,0.2136,0.2082
i9_c2,0.924,0.7884,0.2164,0.2237
i9_c3,0.9232,0.7893,0.24,0.2387
i9_g,0.3042,0.2971,,
