,train_acc,test_acc
i0_c0,0.8092,0.6719
i0_c1,0.7904,0.6685
i0_c2,0.786,0.6645
i0_c3,0.7984,0.6872
i0_g,0.7869,0.7476
i1_c0,0.8516,0.7174
i1_c1,0.8404,0.7161
i1_c2,0.8252,0.7075
i1_c3,0.8184,0.7122
i1_g,0.8176,0.7779
i2_c0,0.8536,0.7326
i2_c1,0.8484,0.7299
i2_c2,0.8472,0.7407
i2_c3,0.8428,0.745
i2_g,0.8368,0.8017
i3_c0,0.8744,0.7526
i3_c1,0.8548,0.7311
i3_c2,0.8476,0.7426
i3_c3,0.8616,0.7479
i3_g,0.8436,0.8042
i4_c0,0.8684,0.7528
i4_c1,0.8648,0.7545
i4_c2,0.8596,0.7438
i4_c3,0.8624,0.7415
i4_g,0.8489,0.8084
i5_c0,0.8796,0.7477
i5_c1,0.87,0.7472
i5_c2,0.8612,0.755
i5_c3,0.874,0.7624
i5_g,0.8531,0.8103
i6_c0,0.8796,0.749
i6_c1,0.8772,0.7593
i6_c2,0.878,0.7598
i6_c3,0.8728,0.7577
i6_g,0.8582,0.8163
i7_c0,0.8956,0.7674
i7_c1,0.8776,0.7694
i7_c2,0.8748,0.7623
i7_c3,0.876,0.7748
i7_g,0.8599,0.8206
i8_c0,0.8832,0.7572
i8_c1,0.8696,0.7575
i8_c2,0.8796,0.77
i8_c3,0.8828,0.761
i8_g,0.8606,0.8239
i9_c0,0.8896,0.7692
i9_c1,0.8824,0.7609
i9_c2,0.8784,0.7626
i9_c3,0.882,0.7682
i9_g,0.8599,0.8222
