,train_acc,test_acc
i0_c0,0.6632,0.5326
i0_c1,0.6472,0.5241
i0_c2,0.664,0.5284
i0_c3,0.646,0.5451
i0_g,0.6157,0.575
i1_c0,0.7056,0.5927
i1_c1,0.6936,0.5793
i1_c2,0.7104,0.587
i1_c3,0.7024,0.6012
i1_g,0.6698,0.6247
i2_c0,0.748,0.6308
i2_c1,0.736,0.6195
i2_c2,0.7452,0.6145
i2_c3,0.7376,0.6361
i2_g,0.7045,0.6626
i3_c0,0.766,0.6483
i3_c1,0.7628,0.6453
i3_c2,0.7684,0.6461
i3_c3,0.7552,0.6622
i3_g,0.733,0.6865
i4_c0,0.7904,0.671
i4_c1,0.778,0.663
i4_c2,0.774,0.6589
i4_c3,0.7732,0.6804
i4_g,0.752,0.7035
i5_c0,0.802,0.6877
i5_c1,0.7924,0.6784
i5_c2,0.796,0.6782
i5_c3,0.7852,0.6956
i5_g,0.7667,0.7232
i6_c0,0.8156,0.6998
i6_c1,0.7936,0.688
i6_c2,0.804,0.693
i6_c3,0.798,0.7097
i6_g,0.777,0.7357
i7_c0,0.826,0.713
i7_c1,0.8132,0.705
i7_c2,0.8148,0.7026
i7_c3,0.804,0.72
i7_g,0.7889,0.7486
i8_c0,0.8372,0.7246
i8_c1,0.8136,0.7103
i8_c2,0.8264,0.7169
i8_c3,0.812,0.7251
i8_g,0.7956,0.7549
i9_c0,0.8428,0.7353
i9_c1,0.8248,0.7198
i9_c2,0.8332,0.7248
i9_c3,0.8176,0.7348
i9_g,0.8018,0.7615
