,Unnamed: 0,0,1,it,client
0,i0_c0,0.3464,0.1258,0,c0
1,i0_c1,0.3456,0.1172,0,c1
2,i0_c2,0.4544,0.1442,0,c2
3,i0_c3,0.3368,0.1193,0,c3
4,i0_c4,0.4208,0.1388,0,c4
5,i0_c5,0.3312,0.1096,0,c5
6,i0_c6,0.3728,0.1355,0,c6
7,i0_c7,0.4448,0.1361,0,c7
8,i0_g,0.1412,0.119,0,g
9,i1_c0,0.3496,0.1236,1,c0
10,i1_c1,0.3552,0.1223,1,c1
11,i1_c2,0.4008,0.1223,1,c2
12,i1_c3,0.3368,0.1275,1,c3
13,i1_c4,0.4656,0.1534,1,c4
14,i1_c5,0.3576,0.1105,1,c5
15,i1_c6,0.3576,0.1353,1,c6
16,i1_c7,0.4576,0.1339,1,c7
17,i1_g,0.1358,0.1126,1,g
18,i2_c0,0.3408,0.1255,2,c0
19,i2_c1,0.3528,0.1044,2,c1
20,i2_c2,0.4472,0.1388,2,c2
21,i2_c3,0.34,0.1214,2,c3
22,i2_c4,0.4632,0.1416,2,c4
23,i2_c5,0.3256,0.1001,2,c5
24,i2_c6,0.3768,0.1265,2,c6
25,i2_c7,0.4784,0.1431,2,c7
26,i2_g,0.135,0.1146,2,g
27,i3_c0,0.3384,0.1233,3,c0
28,i3_c1,0.352,0.1102,3,c1
29,i3_c2,0.4352,0.1446,3,c2
30,i3_c3,0.356,0.1246,3,c3
31,i3_c4,0.4552,0.1452,3,c4
32,i3_c5,0.332,0.1016,3,c5
33,i3_c6,0.3504,0.1207,3,c6
34,i3_c7,0.4296,0.1149,3,c7
35,i3_g,0.1304,0.1101,3,g
36,i4_c0,0.3304,0.1183,4,c0
37,i4_c1,0.3736,0.1172,4,c1
38,i4_c2,0.4152,0.1292,4,c2
39,i4_c3,0.3368,0.1199,4,c3
40,i4_c4,0.4656,0.1393,4,c4
41,i4_c5,0.3608,0.1128,4,c5
42,i4_c6,0.3504,0.1243,4,c6
43,i4_c7,0.46,0.1502,4,c7
44,i4_g,0.1353,0.1121,4,g
