,Unnamed: 0,0,1,it,client
0,i0_c0,1.0,0.404,0,c0
1,i0_c1,1.0,0.4062,0,c1
2,i0_c2,1.0,0.402,0,c2
3,i0_c3,1.0,0.4052,0,c3
4,i0_g,0.9136,0.5562,0,g
5,i1_c0,1.0,0.4038,1,c0
6,i1_c1,1.0,0.4073,1,c1
7,i1_c2,1.0,0.4001,1,c2
8,i1_c3,1.0,0.4054,1,c3
9,i1_g,0.9127,0.5574,1,g
10,i2_c0,1.0,0.403,2,c0
11,i2_c1,1.0,0.4071,2,c1
12,i2_c2,1.0,0.4031,2,c2
13,i2_c3,1.0,0.4051,2,c3
14,i2_g,0.9112,0.5557,2,g
15,i3_c0,1.0,0.4039,3,c0
16,i3_c1,1.0,0.4081,3,c1
17,i3_c2,1.0,0.4028,3,c2
18,i3_c3,1.0,0.4043,3,c3
19,i3_g,0.9127,0.5559,3,g
20,i4_c0,1.0,0.4028,4,c0
21,i4_c1,1.0,0.4068,4,c1
22,i4_c2,1.0,0.4044,4,c2
23,i4_c3,1.0,0.4056,4,c3
24,i4_g,0.9133,0.5569,4,g
