,Unnamed: 0,0,1,it,client
0,i0_c0,0.0312,0.0225,0,c0
1,i0_c1,0.036,0.0225,0,c1
2,i0_c2,0.0312,0.0229,0,c2
3,i0_c3,0.028,0.0225,0,c3
4,i0_c4,0.0248,0.0183,0,c4
5,i0_c5,0.0304,0.0247,0,c5
6,i0_c6,0.0376,0.0225,0,c6
7,i0_c7,0.0256,0.0225,0,c7
8,i0_g,0.0293,0.0225,0,g
9,i1_c0,0.044,0.0294,1,c0
10,i1_c1,0.0568,0.0417,1,c1
11,i1_c2,0.0336,0.0261,1,c2
12,i1_c3,0.0272,0.025,1,c3
13,i1_c4,0.0424,0.0401,1,c4
14,i1_c5,0.0328,0.0225,1,c5
15,i1_c6,0.0376,0.0225,1,c6
16,i1_c7,0.0536,0.0411,1,c7
17,i1_g,0.0293,0.0225,1,g
18,i2_c0,0.0312,0.0225,2,c0
19,i2_c1,0.036,0.0225,2,c1
20,i2_c2,0.04,0.0239,2,c2
21,i2_c3,0.028,0.025,2,c3
22,i2_c4,0.0432,0.0255,2,c4
23,i2_c5,0.0304,0.0247,2,c5
24,i2_c6,0.0376,0.0225,2,c6
25,i2_c7,0.0376,0.0252,2,c7
26,i2_g,0.0293,0.0225,2,g
27,i3_c0,0.0536,0.0334,3,c0
28,i3_c1,0.036,0.0225,3,c1
29,i3_c2,0.0264,0.0196,3,c2
30,i3_c3,0.028,0.0225,3,c3
31,i3_c4,0.032,0.0266,3,c4
32,i3_c5,0.0208,0.012,3,c5
33,i3_c6,0.0376,0.0225,3,c6
34,i3_c7,0.0192,0.025,3,c7
35,i3_g,0.0293,0.0225,3,g
36,i4_c0,0.0544,0.034,4,c0
37,i4_c1,0.036,0.0225,4,c1
38,i4_c2,0.0232,0.025,4,c2
39,i4_c3,0.0344,0.025,4,c3
40,i4_c4,0.02,0.0247,4,c4
41,i4_c5,0.0344,0.0229,4,c5
42,i4_c6,0.0376,0.0225,4,c6
43,i4_c7,0.0424,0.0373,4,c7
44,i4_g,0.0293,0.0225,4,g
