,Unnamed: 0,0,1,it,client
0,i0_c0,0.856,0.2448,0,c0
1,i0_c1,0.8368,0.2357,0,c1
2,i0_c2,0.8848,0.2624,0,c2
3,i0_c3,0.8704,0.2436,0,c3
4,i0_c4,0.8944,0.2758,0,c4
5,i0_c5,0.86,0.2339,0,c5
6,i0_c6,0.856,0.2583,0,c6
7,i0_c7,0.8896,0.2721,0,c7
8,i0_g,0.4093,0.2936,0,g
9,i1_c0,0.856,0.2474,1,c0
10,i1_c1,0.8336,0.2402,1,c1
11,i1_c2,0.8952,0.2674,1,c2
12,i1_c3,0.868,0.2359,1,c3
13,i1_c4,0.8896,0.2709,1,c4
14,i1_c5,0.8576,0.2367,1,c5
15,i1_c6,0.8424,0.2563,1,c6
16,i1_c7,0.8872,0.27,1,c7
17,i1_g,0.4089,0.2954,1,g
18,i2_c0,0.856,0.2474,2,c0
19,i2_c1,0.8384,0.2388,2,c1
20,i2_c2,0.892,0.2592,2,c2
21,i2_c3,0.8584,0.2363,2,c3
22,i2_c4,0.8856,0.2738,2,c4
23,i2_c5,0.8656,0.2361,2,c5
24,i2_c6,0.8336,0.2553,2,c6
25,i2_c7,0.8904,0.2704,2,c7
26,i2_g,0.4077,0.2935,2,g
27,i3_c0,0.8576,0.2549,3,c0
28,i3_c1,0.8336,0.2353,3,c1
29,i3_c2,0.8816,0.2562,3,c2
30,i3_c3,0.8624,0.2343,3,c3
31,i3_c4,0.8872,0.2709,3,c4
32,i3_c5,0.8624,0.2321,3,c5
33,i3_c6,0.824,0.2521,3,c6
34,i3_c7,0.88,0.277,3,c7
35,i3_g,0.403,0.2926,3,g
36,i4_c0,0.8608,0.2519,4,c0
37,i4_c1,0.8264,0.2354,4,c1
38,i4_c2,0.8872,0.271,4,c2
39,i4_c3,0.8696,0.2402,4,c3
40,i4_c4,0.8776,0.2653,4,c4
41,i4_c5,0.856,0.241,4,c5
42,i4_c6,0.8536,0.2571,4,c6
43,i4_c7,0.8912,0.2726,4,c7
44,i4_g,0.4101,0.295,4,g
