,0,1
i0_c0,0.6544,0.3279
i0_c1,0.6622,0.325
i0_g,0.5892,0.3913
i1_c0,0.6516,0.3215
i1_c1,0.6506,0.3153
i1_g,0.5968,0.3836
i2_c0,0.658,0.3284
i2_c1,0.669,0.3259
i2_g,0.5987,0.3898
i3_c0,0.6708,0.3269
i3_c1,0.6602,0.3175
i3_g,0.5971,0.3893
i4_c0,0.6486,0.319
i4_c1,0.6558,0.3217
i4_g,0.5851,0.3827
