,train_acc,test_acc
i0_c0,0.828,0.7493
i0_c1,0.8166,0.7416
i0_g,0.8099,0.7662
i1_c0,0.8586,0.7857
i1_c1,0.8568,0.7833
i1_g,0.8459,0.8035
i2_c0,0.874,0.8043
i2_c1,0.8694,0.8024
i2_g,0.8625,0.8227
i3_c0,0.8842,0.807
i3_c1,0.8806,0.8115
i3_g,0.8695,0.829
i4_c0,0.8872,0.8113
i4_c1,0.8838,0.8136
i4_g,0.8725,0.8301
i5_c0,0.8884,0.8103
i5_c1,0.8856,0.8197
i5_g,0.878,0.8328
i6_c0,0.8954,0.8206
i6_c1,0.8886,0.8222
i6_g,0.8785,0.8399
i7_c0,0.896,0.823
i7_c1,0.8894,0.8239
i7_g,0.8798,0.8391
i8_c0,0.8992,0.8217
i8_c1,0.8896,0.826
i8_g,0.8816,0.8378
i9_c0,0.8944,0.8222
i9_c1,0.8916,0.8238
i9_g,0.88,0.8381
