,train_acc,test_acc
i0_c0,0.6828,0.5516
i0_c1,0.6636,0.5461
i0_c2,0.6868,0.5463
i0_c3,0.6712,0.5617
i0_g,0.6358,0.5947
i1_c0,0.7312,0.608
i1_c1,0.7184,0.5977
i1_c2,0.7388,0.5947
i1_c3,0.7204,0.6169
i1_g,0.6945,0.6494
i2_c0,0.7752,0.6431
i2_c1,0.7512,0.6369
i2_c2,0.7648,0.6355
i2_c3,0.752,0.6527
i2_g,0.7262,0.6858
i3_c0,0.7936,0.668
i3_c1,0.772,0.6566
i3_c2,0.7848,0.6637
i3_c3,0.7716,0.6799
i3_g,0.7504,0.7085
i4_c0,0.8104,0.6885
i4_c1,0.7996,0.685
i4_c2,0.8016,0.6793
i4_c3,0.7872,0.6992
i4_g,0.7707,0.7271
i5_c0,0.8272,0.703
i5_c1,0.806,0.6967
i5_c2,0.8156,0.7008
i5_c3,0.8012,0.71
i5_g,0.7834,0.7426
i6_c0,0.8356,0.7195
i6_c1,0.8204,0.7089
i6_c2,0.8356,0.7164
i6_c3,0.8124,0.7255
i6_g,0.7945,0.7581
i7_c0,0.8472,0.7293
i7_c1,0.8312,0.7215
i7_c2,0.8332,0.7202
i7_c3,0.8248,0.7364
i7_g,0.8039,0.7644
i8_c0,0.8524,0.7424
i8_c1,0.8416,0.7307
i8_c2,0.8388,0.733
i8_c3,0.8324,0.7436
i8_g,0.813,0.773
i9_c0,0.8616,0.7517
i9_c1,0.848,0.7386
i9_c2,0.8492,0.7419
i9_c3,0.8388,0.7571
i9_g,0.8222,0.7809
