,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8746,0.8083,0.5908,0.5657
i0_c1,0.8706,0.8065,0.5512,0.5305
i0_g,0.638,0.607,,
i1_c0,0.8866,0.8115,0.5968,0.5704
i1_c1,0.8698,0.8097,0.5924,0.5702
i1_g,0.6559,0.63,,
i2_c0,0.8844,0.8129,0.6306,0.5999
i2_c1,0.8764,0.8073,0.6098,0.5816
i2_g,0.6833,0.6653,,
i3_c0,0.8838,0.8088,0.5748,0.5664
i3_c1,0.879,0.8142,0.6028,0.5777
i3_g,0.6633,0.6427,,
i4_c0,0.8844,0.8073,0.5758,0.5598
i4_c1,0.8798,0.8164,0.5966,0.5825
i4_g,0.6498,0.6357,,
i5_c0,0.8898,0.8109,0.5858,0.5682
i5_c1,0.8726,0.8038,0.594,0.5628
i5_g,0.6601,0.6453,,
i6_c0,0.885,0.8131,0.5904,0.5647
i6_c1,0.8812,0.8207,0.5654,0.5499
i6_g,0.624,0.6205,,
i7_c0,0.8828,0.8112,0.5878,0.5845
i7_c1,0.8768,0.8172,0.5906,0.5827
i7_g,0.6657,0.6583,,
i8_c0,0.8836,0.8099,0.5812,0.5666
i8_c1,0.8774,0.8159,0.5928,0.585
i8_g,0.6606,0.6458,,
i9_c0,0.8844,0.8018,0.6166,0.5885
i9_c1,0.8724,0.8133,0.6052,0.5875
i9_g,0.6782,0.6617,,
