,0,1
i0_c0,1.0,0.4292
i0_c1,1.0,0.4306
i0_g,0.9732,0.5134
i1_c0,1.0,0.4292
i1_c1,1.0,0.4317
i1_g,0.9762,0.5149
i2_c0,1.0,0.4284
i2_c1,1.0,0.4328
i2_g,0.9748,0.5126
i3_c0,1.0,0.4321
i3_c1,1.0,0.4317
i3_g,0.9744,0.5154
i4_c0,1.0,0.4293
i4_c1,1.0,0.4323
i4_g,0.9761,0.5174
